group_index,solvent_1,solvent_2,compound_id,J0,J1,J2,alpha1,beta1,alpha2,beta2,rmse,r2,mape,logmape
0,174,962,204,-28.82695505120047,41.70343738095611,-202.9312057647601,2.7811615527002127,-2341.9838736572565,8.800988484480436,-4147.8955598866805,0.0009244576177158372,0.9715158978480793,4.538295048594463,0.6568927272939713
1,174,962,10308,2300.867757713578,-2465.022649241585,2175.9226089477675,0.8209582149377735,-2124.80492423362,5.559196736165602,-4606.343891490678,0.00028397857061873656,0.9636910363932318,6.357275080560232,0.8032710038458561
2,174,962,276224,614.1163839989049,331.5112717998516,-461.41078206601355,4.990043108632117,-3160.16091996901,2.287432171601084,-2932.1803410165744,0.00013212732188496758,0.9958035787406012,7.4363779567997526,0.8713614548466475
3,174,962,620004,640.5429640731617,324.1483803867656,-312.64438824947047,0.8868241818048855,-2311.790210878204,-9.210340517871767,4.400593972169431e-05,0.00016034204390460204,0.9055737486609222,15.77141479026305,1.1978706538897268
4,180,702,243,340.40336425479,-236.4736768023836,49.43593919893137,6.332315961717718,-2824.204737882648,7.818994317859912,-3767.1436947517523,0.0013605145823703828,0.9950828618196115,4.645367033213837,0.6670200335507832
6,180,962,323,2449.2949491434165,-637.6060299255039,608.6840275593682,9.596304861795035,-2935.0948170188212,21.0566147205484,-8398.365237960472,0.03741153683999582,0.9842019138765556,6.6594327835917,0.823437239763872
7,180,962,2955,3064.2648643874973,-1832.516775138339,983.6729357505039,7.880362967765634,-2626.1827070806767,15.493492182494734,-7238.692893817904,0.012923351668002243,0.9958746511016338,7.319741009852978,0.8644957149406914
8,180,962,3335,2009.9642292118374,-681.7246541584021,1881.1906608115376,10.370709349344528,-4220.096127627575,9.502856773459259,-5069.745273884931,0.0006538790616541723,0.9989326117224089,4.64890069585351,0.6673502694131445
9,180,962,45375808,2298.2975900994406,-2506.502243650283,2339.5306076119446,11.004990475592374,-3436.370989088441,12.721469783461554,-5732.57873901669,0.0045224017475201635,0.999739603131603,2.239134000211433,0.35008008456206646
10,180,3776,441140,871.2969258079921,-313.80005204438226,121.28446189792092,2.9337908412293463,-1838.5452495039,8.245647026458535,-4380.587129496226,0.0009810179998930389,0.9962414084087181,5.117891051514241,0.709091036488682
11,180,6342,243,566.8964036925944,-342.1977408634753,260.3543036034016,6.332315961717718,-2824.204737882648,4.917308658949207,-3013.8142332141965,0.0015923146301396458,0.9937598722759802,5.599341037819907,0.7481369197780231
12,180,8058,243,1723.2879645507662,-1669.5834639519353,824.5873709049326,6.332315961717718,-2824.204737882648,6.221567034782518,-4082.080027656823,0.0022236722651068643,0.9892306914189628,11.482578857925017,1.060039436667282
13,180,8058,241518,983.0521611764138,-721.2716425882477,763.0535032793699,10.353204585479673,-3120.6669878618063,12.389842001025919,-4623.736332903842,0.05448949536910052,0.9897828017627311,5.073471246108945,0.7053052033541876
14,244,1140,243,461.1208172849307,-508.9445175446911,465.0275969123521,4.9045076938825405,-1948.0589846781766,8.435442823930265,-3206.7611925239767,0.012280275206839646,0.9804414224174756,3.975821884160849,0.5994269198754786
19,679,962,10308,4810.689234481203,-5977.594518937602,5300.2798494668605,6.751202905256264,-2843.112855570628,5.559196736165602,-4606.343891490678,0.017148259274847772,0.9340459920705191,10.617622006162664,1.0260272601311673
20,679,962,75106,72.3556408711684,325.6274907244806,64.66920212918399,2.3333638967883368,-733.7213633402364,-9.21034100361014,0.00019417512102354578,0.007143645831164084,0.9993634410076844,10.272460260638557,1.0116744698542037
22,679,3776,3366,957.1459748291738,-810.8394518685171,480.4226375883894,2.256721491508956,-1977.3092826288762,4.735464940381859,-3604.013727700618,0.00016401340439766937,0.9989454288175841,2.2629809970485764,0.3546809070649389
24,679,6569,536770,1226.0617849578216,-520.3442311570086,248.03724722423195,0.2912119139000067,-411.9880945392212,0.7473514570842597,-1555.8929811397763,0.0024342724576624157,0.9995955848534969,1.8031981954160274,0.2560434640740069
25,679,7909,536770,1599.717575381779,-894.9518156735046,539.2188599802191,0.3561111770580523,-432.9719617089725,0.7934332364139918,-1835.4229951907146,0.002300762481128732,0.9996556391127704,1.941213525525759,0.2880733086275556
26,679,8452,536770,1286.2537640095538,-814.8539947190387,490.2639061439207,0.34734090679803376,-430.13604164240337,0.5094619589381436,-1435.9898101204503,0.0015324630271526646,0.9998274919840661,0.6910287932201455,-0.16050385642304724
