group_index,solvent_1,solvent_2,compound_id,J0,J1,J2,alpha1,beta1,alpha2,beta2,rmse,r2,mape,logmape
2,174,962,276224,640.0902457898178,321.7901705579362,-338.83222178154386,5.018546449823452,-3168.040481238876,2.5364595766663425,-3007.467166535437,0.00013907770420049453,0.9953504722931411,7.64016178825537,0.883102555303777
3,174,962,620004,970.2297179925617,-62.29792049468822,265.8872690815833,1.0679072706184591,-2371.5776464962237,-9.21034045885716,2.6419875255827876e-05,9.252894259624313e-05,0.9685548901297963,15.51692757812326,1.1908057331618154
4,180,702,243,567.9216296303844,-240.75198893444926,408.109461235764,6.239847388446122,-2795.8527216882667,7.874180892708432,-3785.0004684283226,0.005608915219567693,0.9164274291687708,13.013715912852659,1.1144013219285642
6,180,962,323,2427.0223970831767,-328.82548771598044,323.2384424293178,9.61404953060376,-2940.462451777542,20.785548927255665,-8316.437870729049,0.030873292004544882,0.9892413133180706,5.974886782761468,0.7763296803167775
7,180,962,2955,2949.2937441928075,-1897.6179738714325,979.2337871617,7.86062948972095,-2620.178669145168,16.591953528731466,-7592.740691518969,0.010835178221282755,0.9971001036319806,10.87175207467653,1.036299539950743
8,180,962,3335,1983.4471387739316,-709.8805720181637,1932.3923085184447,10.387336369204569,-4225.408178013094,9.728547465229113,-5140.956071641178,0.0007011938781571574,0.9987725500315658,4.599710839739453,0.6627305306701031
9,180,962,45375808,2290.8448596921594,-2399.63891700408,2071.008157866928,11.042690898746281,-3448.1259535708314,12.832097506760585,-5767.436570363934,0.007740489501611725,0.9992371584703347,3.8315748476535347,0.5833773136733181
10,180,3776,441140,876.6521696335197,-336.2585339553223,169.8472870817889,3.083913349746778,-1887.173987103443,8.253948363779338,-4383.563143135343,0.001037180674527292,0.9957987355609259,5.21824587048293,0.7175245380984975
11,180,6342,243,481.58675187097367,-320.56409758350003,-27.445427676785798,6.239847388446122,-2795.8527216882667,4.5505739208154505,-2903.8703504998007,0.002124055098518154,0.9888963116277771,6.554846335815663,0.816562515051343
12,180,8058,243,1946.0488710210411,-1736.0798422817124,1510.8699935122804,6.239847388446122,-2795.8527216882667,6.05252452015143,-4023.6087969549335,0.0047898841002015835,0.9500315045954267,14.328797097862047,1.1562097329173389
14,244,1140,243,580.6266858335555,-510.3746959137815,638.7582697456876,4.82844424173264,-1923.818715336829,8.360122385872007,-3182.348921928383,0.027130736820845627,0.9045349850533869,6.906358656524518,0.8392491280975576
22,679,3776,3366,974.3064467964289,-778.0742704752842,646.1799606119248,2.2503483230578674,-1975.5523716186626,4.467170574782411,-3517.418065198077,0.0002807769315736818,0.9969094194997454,2.9085143530217015,0.46367121130878686
24,679,6569,536770,1221.7576234111402,-502.318444540348,236.82806752189407,0.29075766182949714,-412.0041715300114,0.7655283281412456,-1562.0283451009832,0.002596446072854906,0.9995399048492853,1.9193848944583363,0.2831620725875771
25,679,7909,536770,1621.3226839091099,-831.4684641339409,399.415115853598,0.34317946463545235,-428.8831385811242,0.7128540473614537,-1808.601798576619,0.002607834863043367,0.9995575844138297,1.611195297814164,0.2071481857465702
26,679,8452,536770,1297.8117202386418,-781.2780952509995,493.37006383376445,0.336097347578238,-426.6026440156011,0.5120810361056441,-1436.9436482241583,0.0031796400193461233,0.9992573483018973,1.096255588493762,0.03991182032695133
