group_index,solvent_1,solvent_2,compound_id,temperature,J0,J1,J2,solvent_1_pure,solvent_2_pure,rmse,r2,mape,logmape
6,174,962,10308,308.15,2126.1103369391153,-2231.288010320388,1887.7704710546875,0.0023,0.0001,6.805337154646797e-05,0.9942371181937492,3.7932175284680856,0.5790077487677743
7,174,962,10308,313.15,2304.9591595270094,-2481.8899343117514,2227.8237421542485,0.0026,0.0001,7.029644868549214e-05,0.9955150579475485,1.9935804631776441,0.2996337689719942
8,174,962,10308,318.15,2520.491400350127,-2808.035628666235,2608.425418500719,0.0028,0.0001,9.565594979435633e-05,0.9940185988738071,2.351786666901072,0.37139792387106196
9,174,962,10308,323.15,2256.134031955468,-2480.518120302417,2067.895080947224,0.0032,0.0002,8.615763968702595e-05,0.996364740958195,1.8447311327819387,0.26593307723864756
10,174,962,10308,328.15,2480.6482232496155,-2740.9123156659907,2317.665154261176,0.0035,0.0002,0.00014095535907115745,0.993496515708066,2.5829497841407068,0.4121159630131987
11,174,962,276224,278.15,575.7118797218011,401.4052489286306,-776.1385119762238,0.0015,0.0002,2.6381170532414267e-05,0.9970389625457842,3.5262593560395303,0.5473142514557872
12,174,962,276224,283.15,514.0253998419771,342.6792756935354,-765.3666177073271,0.002,0.0003,2.836945299945582e-05,0.9979057219466217,3.3589721819088267,0.5262064071481483
13,174,962,276224,288.15,516.5539656644327,446.60445676313367,-481.61513892068996,0.0024,0.0004,3.1275188694864626e-05,0.9983954090458809,2.5266787050161854,0.4025500201114593
14,174,962,276224,293.15,641.5983393704728,238.15780134193588,-437.97185030176934,0.0031,0.0004,2.747717057205367e-05,0.9992412426642846,1.700671589755648,0.23062045674772924
15,174,962,276224,298.15,663.2506071489398,260.87590790610983,-429.1294715968111,0.0038,0.0005,2.675134081376037e-05,0.9995223842113877,1.1896769048325926,0.07542903071974748
16,174,962,276224,303.15,553.1001968548272,410.24732304180094,-513.9081462651254,0.0045,0.0007,1.1320784108332173e-05,0.9999387060138651,0.5301151291815615,-0.2756298010814257
17,174,962,276224,308.15,574.0127958708832,371.0863044235863,-540.774014484355,0.0054,0.0008,2.592671542392208e-05,0.9997733880995948,0.9386431179689881,-0.027499499701731142
18,174,962,276224,313.15,595.8607288312846,350.509246085475,-469.9163689723495,0.0063,0.0009,2.1991459145227965e-05,0.999880335083809,0.48025815663602595,-0.3185252504081008
19,174,962,276224,318.15,623.3691913987238,346.6125515635054,-532.3311130528081,0.0073,0.001,2.250420329775462e-05,0.9999069130501381,0.6664709475299088,-0.17621877738657574
20,174,962,276224,323.15,635.6436839516127,333.1481655670234,-413.600100071667,0.0082,0.0011,3.0045348197579586e-05,0.9998706179797854,0.4332661271084653,-0.363245262927113
21,174,962,620004,288.15,581.9001176665184,444.78246197493354,-444.57182549114987,0.0008,0.0001,3.2013751386570524e-05,0.9856800792588015,8.122504677675492,0.909689970123277
22,174,962,620004,293.15,648.4332317286584,356.0842383519915,-315.6087771705028,0.0009,0.0001,2.1201606360145626e-05,0.9953432806864453,6.113720892757414,0.7863056081712024
23,174,962,620004,298.15,770.6213238760769,210.9753537390713,105.02717569349895,0.001,0.0001,3.1210320272129964e-05,0.992661010269604,9.147777368490418,0.9613155865411107
24,174,962,620004,303.15,865.3018624388084,480.9217490751773,-657.1592830606193,0.0012,0.0001,3.0280037716489408e-05,0.9950779697081831,5.71947078443683,0.7573558459203518
25,174,962,620004,308.15,977.963742830651,-51.2101144520271,316.28514843129005,0.0013,0.0001,2.036428799514748e-05,0.9980640736384465,2.2128391903163305,0.34494985437198183
26,174,962,620004,313.15,1039.085204835177,-198.55191559701484,392.34401743094145,0.0015,0.0001,1.4544840655720308e-05,0.9992484486449285,1.7530620842595066,0.24379729679765677
27,174,962,620004,318.15,1118.3592143618148,22.5079521581044,-199.35973889753024,0.0017,0.0001,2.255669251986376e-05,0.9986288345285141,2.498995755404559,0.3977655184690097
