group_index,solvent_1,solvent_2,compound_id,temperature,J0,J1,J2,solvent_1_pure,solvent_2_pure,rmse,r2,mape,logmape
0,174,962,204,288.15,-50.87251379156611,187.88322193723573,-38.428075243665795,0.0047,0.0039,0.00021630043188572038,0.6658151654717919,2.4410864420881877,0.3875831586294797
1,174,962,204,313.15,-21.980964535229884,-52.922264963424986,66.81285464924026,0.0093,0.0117,0.00013616233082435747,0.9766460453357181,1.1041617276181808,0.0430326895779861
2,174,962,204,318.15,10.245382409840012,-52.13497492685351,46.11569659893196,0.0102,0.0145,0.00013947798795121765,0.9918636791821178,0.9563147960094258,-0.019399124809853566
3,174,962,204,323.15,61.27800060824404,22.748514304843976,138.51593021828185,0.0114,0.0175,0.00023258335843588353,0.988195172742298,1.1970446523291256,0.07811035082282876
4,174,962,204,328.15,74.16963036357086,81.23803763500469,-65.05332125202364,0.0127,0.0218,0.0002086883755695414,0.9954477770664387,0.9940721045624693,-0.002582113109852214
5,174,962,204,333.15,72.04929553320186,2.4144395838161277,130.5695130605577,0.0143,0.0261,0.00014626935031635373,0.9987194109507763,0.5981124593255173,-0.22321715067272602
6,174,962,10308,308.15,2168.3543453048514,-2317.385569650036,1809.1085147348501,0.0023,0.0001,8.147574626628155e-05,0.9917396753929726,4.0587310510666015,0.6083902740550192
7,174,962,10308,313.15,2359.6417238232025,-2553.057688634467,2050.676393823885,0.0026,0.0001,9.578829624018273e-05,0.9916724938397222,2.105670381298922,0.3233903883182236
8,174,962,10308,318.15,2573.3490611190155,-2844.589171557989,2299.429864403139,0.0028,0.0001,0.0001312877616819138,0.988732503293025,3.1501277165054797,0.49832816186870027
9,174,962,10308,323.15,2297.2085416637287,-2563.53020467392,1969.265058430459,0.0032,0.0002,0.00011581754010846858,0.9934310425197912,1.973677377619228,0.2952761632420732
10,174,962,10308,328.15,2570.133343858613,-2736.306344224006,1967.3796789410765,0.0035,0.0002,0.00020460443579194048,0.9862970838266668,3.006187646078472,0.47801608573623977
11,174,962,276224,278.15,551.4402092919818,261.8258092889264,-563.5123799713635,0.0015,0.0002,2.9392501253790403e-05,0.9963243947002657,4.469569619999417,0.6502657064299107
12,174,962,276224,283.15,500.4794790691387,474.9876172335509,-963.6264360619492,0.002,0.0003,3.280015388538531e-05,0.997200476097129,2.6826204081495835,0.4285592241781037
13,174,962,276224,288.15,495.78763573773983,552.4224020266772,-575.9153306258958,0.0024,0.0004,3.8463238062139616e-05,0.9975730761584978,2.6723738462001014,0.4268972127798528
14,174,962,276224,293.15,670.622014977978,179.10849241695246,-402.05161387714753,0.0031,0.0004,3.119798016813701e-05,0.9990218356316017,2.000009253371602,0.30103200500344574
15,174,962,276224,298.15,643.7160095802438,197.14148452609862,-335.536156196314,0.0038,0.0005,3.3500122077915506e-05,0.9992510025389549,1.4161395173300098,0.1511060419284171
16,174,962,276224,303.15,557.41047461201,440.16511361192227,-560.7948644458452,0.0045,0.0007,1.2830338442423694e-05,0.9999212698508687,0.4583569422306619,-0.33879618648115656
17,174,962,276224,308.15,574.9592290174479,383.36940017007595,-562.3530048159266,0.0054,0.0008,2.6632412742336143e-05,0.9997608839450968,1.028384330143279,0.012155450522210044
18,174,962,276224,313.15,612.0104508388212,344.1802255527763,-503.76815730337836,0.0063,0.0009,2.6283188911746e-05,0.9998290713501619,0.390679911409625,-0.40817891943364076
19,174,962,276224,318.15,634.8557016199198,333.13282779193855,-544.2393055924642,0.0073,0.001,2.5533163658102465e-05,0.9998801685614258,0.6577327669810021,-0.18195052188627606
20,174,962,276224,323.15,658.0947144017186,323.761848308012,-443.7325385425944,0.0082,0.0011,4.0173418120980896e-05,0.9997686886118328,0.5966769899107955,-0.22426070984729427
21,174,962,620004,288.15,526.7219543594038,789.1270466113932,-770.1066506062394,0.0008,0.0001,3.772987671908559e-05,0.9801098411933343,5.82311237948125,0.7651551715810864
22,174,962,620004,293.15,730.0496035353063,302.36914240472277,-416.00514941142103,0.0009,0.0001,2.2855655692858574e-05,0.9945883475466429,5.613505815574156,0.7492341769097485
23,174,962,620004,298.15,769.5729550430472,560.6373199143011,-228.3912927922166,0.001,0.0001,4.5620052283847065e-05,0.9843198076204176,6.994143911952351,0.8447345641361911
24,174,962,620004,303.15,895.9755668314515,67.62951429062491,-195.66328399842533,0.0012,0.0001,3.4102827081933086e-05,0.9937567284555188,9.952999286061646,0.997953972917037
25,174,962,620004,308.15,951.53525548704,88.74942941657189,178.07102458599954,0.0013,0.0001,2.209706303975134e-05,0.9977206055712611,3.206294762965027,0.5060034456677438
26,174,962,620004,313.15,1030.9374185085017,-203.58307659005766,466.4658509390452,0.0015,0.0001,1.5883137256024665e-05,0.9991037827380992,1.8713151049591,0.27214692316146155
27,174,962,620004,318.15,1166.0169465271072,-72.51667491051,-162.9124418719647,0.0017,0.0001,2.572896164105094e-05,0.9982160464248925,2.6999885472991383,0.43136192199034434
28,174,962,620004,323.15,1215.464146770151,-273.0897580572677,379.50854676927275,0.0019,0.0001,1.7196568377277755e-05,0.9993720189954637,1.9023199343161143,0.27928355888077566
29,180,702,243,278.15,479.55230247965966,-328.67795751896836,198.39823816490693,0.025,0.0034,0.00011078602114316268,0.9997651867373442,0.6736819716768178,-0.1715450745948333
30,180,702,243,283.15,441.2092644425561,-264.49055515063367,140.45029416072188,0.0275,0.0042,5.759342497074882e-05,0.9999457806775389,0.35783104219553064,-0.4463219866600838
31,180,702,243,288.15,412.8809377352072,-245.63407078652966,131.49284552941884,0.032,0.0053,7.850522842328557e-05,0.9999230972451035,0.3778205501364113,-0.42271442394693926
32,180,702,243,293.15,400.83834280241575,-235.5999981633953,126.6859112334366,0.0368,0.0064,9.595831363090493e-05,0.9999114189710929,0.30752482175347085,-0.5121198245535987
33,180,702,243,298.15,364.9416941199881,-197.4590123390401,100.02895671768051,0.0417,0.0081,6.263875630299581e-05,0.9999690828467822,0.26190623876883123,-0.5818541562879924
34,180,702,243,303.15,342.25254779987796,-184.4739836119201,96.75597545972992,0.0477,0.0099,9.56242690775593e-05,0.999943006670769,0.2877060551097708,-0.5410509977791629
35,180,702,243,308.15,333.703530454249,-170.0039045722248,77.57803453678606,0.0559,0.012,6.449731053308048e-05,0.9999807790085896,0.19796527419743687,-0.7034109842186783
36,180,702,243,313.15,326.47889139150783,-162.6743955661297,75.82045082417717,0.0662,0.0147,6.013680106365881e-05,0.9999878728522281,0.13100713782072065,-0.8827050415068157
37,180,702,243,318.15,318.63040139459457,-158.1966797191389,79.5039669793143,0.0781,0.0178,8.66840807962291e-05,0.999981613764386,0.16114459925263627,-0.7927842452498945
38,180,702,243,323.15,313.1198696100541,-151.3025890538998,66.88775882655528,0.0917,0.0216,9.068978038193713e-05,0.9999851128374364,0.11202837791834547,-0.9506719522202696
39,180,702,456389,283.15,386.7482397587335,-210.83018588189117,107.50016076524687,0.0844,0.0149,8.818269270732204e-05,0.9999862010774947,0.16124869155948435,-0.792503800728672
