group_index,solvent_1,solvent_2,compound_id,J0,J1,J2,alpha1,beta1,alpha2,beta2,rmse,r2,mape,logmape
2,174,962,276224,603.360700649945,275.3759524807897,-471.1912186224015,4.942607271649262,-3142.3372722709264,2.801136562330088,-3091.1080199850626,0.00013695143554317204,0.9954915527584359,6.8320852648518695,0.8345532777370959
3,174,962,620004,1205.306214823503,-225.22684128228627,375.04170628090316,1.0095286012706157,-2352.373785592524,-9.210340783411798,0.00012522151476387276,0.00015506610387627464,0.9116855703668202,26.416731457102006,1.4218790813345699
6,180,962,323,2434.2323164971313,-571.8063470085573,520.3191954367104,9.606628733227526,-2938.418929415316,20.288410059779356,-8160.153306548365,0.037152737373465215,0.9844197287592538,6.512236516274653,0.8137301651992729
7,180,962,2955,3050.5689812791265,-1911.4198804690411,1017.2534692341346,7.865406257123749,-2621.7430563299217,16.801719987422494,-7660.301743371352,0.009113925649202064,0.9979482647386766,8.183222506985691,0.9129243600777583
8,180,962,3335,2002.1590406438452,-718.5985384277399,1893.2192591274647,10.354148038829141,-4214.818250279882,9.81565420358212,-5169.153891566294,0.000653946341516073,0.9989323920566183,4.438116913035593,0.6471987386389904
9,180,962,45375808,2245.0127952119374,-2315.1635304144174,1849.6316761708233,11.047094037078812,-3449.1384681003074,12.696701827838567,-5724.254296730548,0.017963378102368893,0.9958915926365165,6.940305633840536,0.8413785961274375
10,180,3776,441140,1128.3829345641136,-556.3563042924701,286.48094897688395,2.9515191601328428,-1845.3241873402437,8.217955962498996,-4372.468345739927,0.003285119153803754,0.9578523428482566,12.254141357313538,1.0882828858169862
22,679,3776,3366,977.8683942908505,-772.7181436404023,504.11349599592364,2.2275615841665286,-1968.7752926974497,4.73997947765915,-3603.3922225688807,0.0001702673031524984,0.9988634730783834,2.1785299605497506,0.3381635370107942
24,679,6569,536770,1225.9416146624014,-512.8308274194478,203.36038065126735,0.2854645202717366,-410.28572083098754,0.7386713523526617,-1552.2565513933293,0.0026539505942330785,0.9995192993495952,1.8172017706828394,0.2594031513196805
25,679,7909,536770,1623.385526046155,-857.678928631082,425.65862321696824,0.33412890203484524,-425.9268746158788,0.724257542491481,-1812.914696802743,0.0024174520216207855,0.9996198228839794,1.7030453737740838,0.23122621890634748
26,679,8452,536770,1291.070593315334,-808.3121853519368,482.07368540920504,0.32755441788468187,-423.8136460790821,0.4983690373291636,-1432.8264747001233,0.0015842879709634394,0.9998156269164721,0.7050280856725005,-0.15179358200202833
28,702,679,7579,883.8896464922362,-45.05582780171921,-163.0799517744182,8.674441359907421,-4243.507286845,1.5862270336769577,-751.6293366797049,0.009202026754721671,0.9962987836116435,5.594888418533578,0.7477914296135433
29,702,702,7579,324.3118610784814,45.7757638030849,-12.000411576310928,8.674441359907421,-4243.507286845,3.4543961720473724,-1727.1089274810372,0.0028851353829914246,0.9952238734346927,4.6092054491563585,0.6636260666505209
31,702,713,7579,773.1856321295328,94.74976764291684,-50.75536870484938,8.674441359907421,-4243.507286845,2.309860357719306,-885.7692453395151,0.00799657397928806,0.9983346705843197,4.560837887471745,0.6590446357516377
32,702,962,338,2194.104523229554,-480.6374640108301,36.7018977366924,4.577590778108814,-1939.9188772666128,6.596888556357529,-4154.263684949046,0.0030682515194831363,0.9980879518156981,5.036363267363189,0.7021170477506469
33,702,962,2378,2324.96898018837,-1894.4385449410254,1071.5935675664246,11.523997954564717,-4363.677637723087,8.543777740249988,-4883.449742450087,0.0012355131684371075,0.9979920345077847,3.180311085901863,0.5024696030922116
34,702,962,2955,1887.9109799770163,-978.2081703931591,626.0977431760647,3.939962328740331,-2250.138109490818,16.801719987422494,-7660.301743371352,0.002282358536938785,0.9686223443417521,10.350871185962603,1.014976903931465
35,702,962,3335,867.9802384318662,-389.6378087308938,218.53737581499968,9.954923346709947,-4392.266360637556,9.81565420358212,-5169.153891566294,0.00024874562419922955,0.997470516782265,4.228096180942473,0.6261448581002595
