group_index,solvent_1,solvent_2,compound_id,J0,J1,J2,alpha1,beta1,alpha2,beta2,rmse,r2,mape,logmape
0,174,962,204,74.81930473325076,-0.8014345325546558,135.01340565678834,2.7666675232956757,-2336.8878980551635,8.822970217641542,-4155.265932237851,0.0004226901423981246,0.9940451234431754,3.686504050459622,0.5666147154102272
1,174,962,10308,2601.6755135312924,-2769.4185732309725,2010.9835277776613,0.7509465664449761,-2103.4345907039065,4.852089006734451,-4401.735147501087,0.000429697301084653,0.9168680501852615,10.919383438185996,1.0381981166697059
2,174,962,276224,630.1794994744968,251.37416750713703,-431.7453646347794,4.908469427033997,-3134.520886032889,2.7196611406561906,-3070.50208597117,0.00013635368151422662,0.9955308230466786,7.0453961525341775,0.8479054178886003
3,174,962,620004,762.3825874256728,539.9687367985266,-272.15471433628375,1.1069949597252733,-2384.411384880169,-9.210340651774423,8.259406403703434e-05,0.00011358388164515865,0.9526160424263858,13.660541590575484,1.135467917876679
4,180,702,243,325.37384413955044,-133.05693105768063,94.19197857844689,6.278841869647948,-2806.4460696131496,7.9585277524279565,-3811.9472508374797,0.0013640301567771382,0.9950574171832395,4.823128897007612,0.6833288684968601
5,180,702,456389,386.2863357410217,-202.3984210152881,108.6251871113322,6.442023606352865,-2525.4823139680343,6.5584760240370885,-3046.5058851643103,0.0017275861328492294,0.9990765447711087,1.18913688832581,0.07523185160994449
6,180,962,323,2635.0865718340774,-740.0607598504694,578.623123340852,9.579229863275065,-2929.56746039035,20.21566561476167,-8144.020799072998,0.022727672160577316,0.9941695336755956,9.847446224729142,0.993323617877507
7,180,962,2955,3107.6160317444264,-2171.9113124127075,1234.9600891449363,7.85665228019814,-2618.944405747849,17.70840129254705,-7955.127798757711,0.011041835640880883,0.9969884303180727,7.248984969871701,0.8602771992820253
8,180,962,3335,2002.3207035816185,-531.4536554450739,1790.3243182521742,10.25180038152211,-4181.875852894757,9.514788331418515,-5076.707454302124,0.0010179288087332828,0.9974132028202651,3.2602845674347702,0.5132555082498443
9,180,962,45375808,2302.3286544475195,-2486.2415728861533,2344.501412106496,11.03190927502473,-3445.018701815738,12.560765565639354,-5681.299691918975,0.006068248545712639,0.999531160496439,2.5969309793266637,0.4144604071973034
10,180,3776,441140,1023.9715035245314,-434.2948723377869,75.71455418435463,2.895671596240341,-1826.7268610257618,8.166156328921023,-4353.030980562851,0.001886699894181161,0.9860980143440299,7.074609346489356,0.849702463511081
11,180,6342,243,533.4504080374746,-335.6992632631049,133.20666130782487,6.278841869647948,-2806.4460696131496,4.8651992551371,-2996.1773356167855,0.0013712016534610004,0.9953725859090448,5.133027149924202,0.7103735613640322
12,180,8058,243,1805.0975347374501,-1688.715344971162,966.9935486098244,6.278841869647948,-2806.4460696131496,5.6234519194565245,-3890.1889018096326,0.0017371675238886317,0.9934275140557755,9.812129456144,0.9917632694281622
13,180,8058,241518,893.4753952857967,-618.2187997122484,1205.1272264086815,10.31072523552466,-3111.2551039700056,12.25951918716545,-4580.544371957423,0.04852343773469642,0.991897680376752,4.803397448106249,0.6815485230074954
14,244,1140,243,572.480306410549,-532.9046252502205,710.2234022811587,4.89247255976629,-1946.5744535402464,8.313342944129086,-3166.320460108008,0.02731741859423926,0.9032167096257638,6.943448037015937,0.8415751897021507
15,263,1140,5483,1641.7098925988041,-1994.7289716344783,838.8187873915355,6.687140629722139,-2596.921897810206,-0.7441147651008827,-1834.6733414914102,0.00938282083710107,0.9681354948984114,10.804339267850798,1.0335982130424508
16,263,6342,5483,-14.814947784484385,-294.72190817292966,-285.5684237231637,6.687140629722139,-2596.921897810206,2.455433638675728,-1568.828439969868,0.0020270268735326385,0.9975426261293868,1.973698815771668,0.2952808805382471
17,263,6342,10113978,1937.0130510399338,-290.47381843841475,-20.777721102799646,0.9255886344769197,-2970.54698230278,5.285668738223392,-4398.297930887648,4.288958313362779e-05,0.9828771588133034,10.400743536732898,1.017064387602391
18,679,962,1983,1766.812873863166,-758.8035584326474,1624.8283513150855,9.47528932785623,-2983.7562411930685,5.623355325721065,-2891.356001660335,0.09322431712978436,0.9366631967162187,11.280622203555874,1.052333054622374
19,679,962,10308,4694.948343110283,-5669.730647427476,4875.065906723975,6.762155050830851,-2846.4287711173333,4.852089006734451,-4401.735147501087,0.014121384108394669,0.9552744549271869,7.693156984014256,0.8861045945975722
