group_index,solvent_1,solvent_2,compound_id,temperature,J0,J1,J2,solvent_1_pure,solvent_2_pure,rmse,r2,mape,logmape
0,174,962,204,288.15,-34.89357147601552,175.94913316403594,-74.60537075036459,0.0047,0.0039,0.00021276518731058662,0.6766498219192214,2.3071098325196333,0.3630682700832065
1,174,962,204,313.15,17.99849954259437,-76.04242843664068,-52.011589690985176,0.0093,0.0117,0.00022479928393466145,0.9363444425496327,1.1030747823835472,0.04260495620772731
2,174,962,204,318.15,39.74760326297797,-69.78543170950884,-46.12190605419889,0.0102,0.0145,0.00021687023096032926,0.9803294455721873,0.9647065884844627,-0.01560475544207069
3,174,962,204,323.15,116.23784167271873,-12.237640167234217,-37.756106145192945,0.0114,0.0175,0.000399940137254936,0.9650946220896617,1.2352527104680635,0.09175581551837152
4,174,962,204,328.15,117.80112791102864,50.816264817413824,-210.71651078332826,0.0127,0.0218,0.00035956767940928164,0.9864858635442787,0.9031299758549968,-0.044249742782276
5,174,962,204,333.15,89.20685708789917,-8.577114508121289,72.37934879727568,0.0143,0.0261,0.0002187470811791303,0.9971359034609901,0.6145096439886257,-0.21147129699530073
6,174,962,10308,308.15,2129.8249276645406,-1839.39268933352,1305.6861342168195,0.0023,0.0001,0.00020910281851116753,0.9455923217418035,5.24738047032685,0.7199425546067568
7,174,962,10308,313.15,2301.7464169302025,-2503.1535056282987,2082.4694472148035,0.0026,0.0001,9.477174531626619e-05,0.991848306863597,2.3230124792317843,0.3660515428380939
8,174,962,10308,318.15,2511.0662430329216,-3018.770247581249,2598.7064772479257,0.0028,0.0001,0.00017338397798416687,0.9803484469885722,3.1406083830488236,0.4970137855916525
9,174,962,10308,323.15,2262.5977648160497,-2450.2447912175326,1898.601460429876,0.0032,0.0002,0.0001251610448632988,0.9923283966921483,1.8949856110896823,0.2776059166533912
10,174,962,10308,328.15,2497.9046472216946,-2926.0772695766505,2287.8181011071656,0.0035,0.0002,0.000236398844103315,0.9817074770526987,3.2391245547915886,0.510427648355541
11,174,962,276224,278.15,552.5459613256206,645.1297765879867,-1029.936113217943,0.0015,0.0002,4.451979077271986e-05,0.9915673901468335,4.619853646198744,0.66462821762213
12,174,962,276224,283.15,495.7779459635128,538.8963523303722,-1033.6185788363352,0.002,0.0003,3.745195978461721e-05,0.996350095391468,2.9818999405785482,0.4744930663524975
13,174,962,276224,288.15,490.86479904749353,717.0770709139766,-766.9762485117097,0.0024,0.0004,6.51256551066745e-05,0.9930422523681955,4.064788590599446,0.6090379628885961
14,174,962,276224,293.15,626.5180650563344,312.7039081818386,-494.5404184282943,0.0031,0.0004,4.107881896859145e-05,0.998304121316359,1.6242239358091062,0.21064590629773985
15,174,962,276224,298.15,661.3465438436608,87.9732275685956,-231.54790287144715,0.0038,0.0005,5.808779778252968e-05,0.9977480570193155,2.400327821401247,0.38027055892123407
16,174,962,276224,303.15,552.8463981184711,455.0328228602447,-571.5708006836134,0.0045,0.0007,1.60813849902095e-05,0.9998763165054245,0.5839703396572818,-0.2336092105079685
17,174,962,276224,308.15,569.8245302287384,484.4484727124923,-676.2435336074029,0.0054,0.0008,5.330708596907735e-05,0.9990420174547078,1.73094744157815,0.23828388117457075
18,174,962,276224,313.15,585.4733917485804,339.7905232480948,-457.0110350208975,0.0063,0.0009,3.824221552763366e-05,0.9996381364507302,0.6153203464431757,-0.21089872410926896
19,174,962,276224,318.15,620.6054910495459,382.8606356646367,-582.0685333183915,0.0073,0.001,3.336437082558741e-05,0.9997953897461476,0.7878366876293168,-0.10356379902322796
20,174,962,276224,323.15,632.7445530213228,304.99553507482136,-381.4402659899238,0.0082,0.0011,4.189892482498841e-05,0.9997483915615462,0.4305747101605189,-0.36595148208401146
21,174,962,620004,288.15,656.655977401454,832.2098336597829,-1026.0249646897696,0.0008,0.0001,5.271509441408321e-05,0.9611726763661235,8.05059724767438,0.905828100460756
22,174,962,620004,293.15,598.994126428,894.606090064049,-935.9283225437532,0.0009,0.0001,4.186726182801199e-05,0.981841011886129,8.023679905181119,0.9043735947149523
23,174,962,620004,298.15,763.8208520490272,1150.8324944714898,-946.7970769111604,0.001,0.0001,8.46075087035917e-05,0.9460666193018412,11.192596633003356,1.0489308526198304
24,174,962,620004,303.15,853.0117449780087,1046.2492373378223,-1332.8308515281403,0.0012,0.0001,6.609268160414322e-05,0.9765502506673991,9.191764141225683,0.9633988719162626
25,174,962,620004,308.15,982.3413552710202,-226.9382164584957,517.4325638883093,0.0013,0.0001,2.9401468351619703e-05,0.9959645830521224,3.6433315383696874,0.5614986932658138
26,174,962,620004,313.15,1056.191664621033,-189.19178891031163,409.32966887839666,0.0015,0.0001,1.9694439712926153e-05,0.9986220673626443,1.8977003486005717,0.2782276373730481
27,174,962,620004,318.15,1127.4961385212519,-279.4959056447843,152.5648486225729,0.0017,0.0001,4.648973175908858e-05,0.9941755742930318,4.248052871238315,0.6281899133333374
28,174,962,620004,323.15,1196.5285173839036,-118.86105620196024,218.67019401198425,0.0019,0.0001,2.073900480622602e-05,0.9990866468100619,2.0278573400865354,0.3070373990870999
29,180,702,243,278.15,444.9805063358757,-354.8105712295469,299.60479997709723,0.025,0.0034,0.0002866743549222265,0.9984277182237195,1.02087574986216,0.008972887598276528
30,180,702,243,283.15,419.7938319096511,-280.63285915439207,203.02419886363086,0.0275,0.0042,0.00017118023339797914,0.9995210220701044,0.5726673942385163,-0.24209754345452258
31,180,702,243,288.15,390.82243937865553,-260.2020048176152,193.11077573449177,0.032,0.0053,0.00021320765887827562,0.999432781564647,0.5819265736566441,-0.2351318103114258
32,180,702,243,293.15,385.45453231113953,-244.07921506622242,167.37639538907302,0.0368,0.0064,0.00020350978523235434,0.9996015754431427,0.4377127577930763,-0.35881079504009955
33,180,702,243,298.15,350.4640529948248,-211.76247670132204,146.73202915695921,0.0417,0.0081,0.0001834577367034605,0.9997347928010955,0.42067867401626624,-0.3760495036516787
34,180,702,243,303.15,327.8323857101419,-196.96936644014139,140.87683687655144,0.0477,0.0099,0.00023443999073812687,0.9996574285540758,0.43249983865415625,-0.3640140502144795
35,180,702,243,308.15,323.60306089741044,-181.81823369969854,112.54509523692282,0.0559,0.012,0.00018130523188035944,0.999848115573029,0.31582806344754694,-0.5005492826275575
36,180,702,243,313.15,320.00831671901375,-168.88674131048106,96.40062485825358,0.0662,0.0147,0.00014681068034334146,0.9999277241301231,0.19772371124121133,-0.7039412464994833
37,180,702,243,318.15,310.1105913855049,-165.69119927012707,105.67575032010592,0.0781,0.0178,0.0002157911936892109,0.9998860585978672,0.24368720516673065,-0.6131672729135996
38,180,702,243,323.15,306.3848373189977,-154.11907215400396,83.44068884319012,0.0917,0.0216,0.00019541316187767134,0.999930880139312,0.15950590860292627,-0.7972232246687543
39,180,702,456389,283.15,380.4815995756078,-217.2809980867543,132.5901388693585,0.0844,0.0149,0.00017305249324193832,0.9999468584539867,0.12438095867347793,-0.9052461001596004
40,180,702,456389,288.15,370.0404828224917,-208.3492146049284,129.6994315228194,0.0983,0.0181,0.00022175979020125735,0.9999344664377143,0.13613993269668753,-0.8660144684329368
41,180,702,456389,293.15,366.4144184685776,-200.38741102648444,122.62810366300168,0.1133,0.0216,0.0001730085755705687,0.9999695093854328,0.09172786391205653,-1.0374987198905095
42,180,702,456389,298.15,356.5018408200573,-190.971743694885,112.8401896077363,0.1305,0.0259,0.0001951305462748179,0.9999701798523404,0.08940708410099335,-1.048628068854172
43,180,702,456389,303.15,354.8244240168998,-188.58696161338995,111.06436861366609,0.151,0.0307,0.0002078785783502413,0.999974406932578,0.08199620699087447,-1.0862062368971703
44,180,702,456389,308.15,351.941315657409,-185.28102436131212,110.22575245245837,0.1733,0.036,0.00027664644759769515,0.9999652103637301,0.09474869068345124,-1.0234267827623287
45,180,702,456389,313.15,348.65337269494364,-179.68860573048013,104.1098681599695,0.1973,0.0421,0.0002855690890770981,0.9999709983423918,0.08553418373078549,-1.0678602848192764
46,180,702,456389,318.15,346.3089299783081,-176.40969155507565,101.10984733935511,0.2248,0.0491,0.00026817951889180177,0.9999800389228779,0.07027203474005726,-1.1532174712018541
47,180,702,456389,323.15,344.46693659779277,-172.10052528760062,94.9569889892083,0.2533,0.0567,0.0003147061431328227,0.9999780554008378,0.07279220676060207,-1.137915114396279
48,180,962,323,273.15,2238.9097419987706,-725.4605059598965,922.6632428400667,0.3211,0.0001,0.0032148297320230357,0.9993396752169718,1.713510495216035,0.23388676881867326
49,180,962,323,278.15,2527.565028677736,-885.3913990066629,950.3547699143774,0.3855,0.0001,0.0050668178078207855,0.9988677482822294,1.0610578333985816,0.025739055947865148
50,180,962,323,283.15,2394.8945281668884,-574.6785174880843,654.2801516116515,0.4607,0.0002,0.00339280324074325,0.9996471977682566,0.8308482634201246,-0.08047828352808639
51,180,962,323,288.15,2421.5330587116778,-430.94463043953084,625.5120852540167,0.547,0.0003,0.008182925700743325,0.9986012876954964,1.6634148290034165,0.22100056881121918
52,180,962,323,293.15,2422.7532414681727,-156.50327685230403,308.32149768970226,0.6613,0.0005,0.012022706815360726,0.9979759222487845,2.053829597587936,0.31256440815259395
53,180,962,323,298.15,2342.85916099332,190.3140501503002,-6.679069696994799,0.7785,0.0009,0.02379525704444185,0.9943988250997023,3.210006935454667,0.5065059707308651
54,180,962,323,303.15,2480.741083837189,368.412390084746,-411.0557288053138,0.9194,0.0013,0.028121377688991846,0.9945545383544506,2.8491071871173173,0.45470878826998606
55,180,962,2955,288.15,2806.4164407047247,-1262.7563198978837,447.0619049746604,0.2922,0.0001,0.002945307253457154,0.9991562733097712,5.701593155131048,0.7559962244105825
56,180,962,2955,293.15,3042.3291841180253,-2192.567342289527,1420.9612342913447,0.3402,0.0001,0.005099867827741318,0.998151116391751,2.2561999383772116,0.3533775830269141
57,180,962,2955,298.15,3260.8182602524594,-2957.7238051018435,2157.6328236296345,0.3985,0.0001,0.013321651802027818,0.990722240424142,8.325825735550133,0.9204273166058872
