"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
74.875,in pure solvent,25,H2O,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
74.875,in pure solvent,25,aq. HCl,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
137.838,in pure solvent,25,decane,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
706.205,in pure solvent,25,H2O,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
706.205,in pure solvent,25,aq. NaOH,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
35735.7,in pure solvent,25,various solvent(s),,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
93253.2,in pure solvent,25,methanol,,,,"Kluka, Lubomir;?Sturdik, Ernest;?Balaz, Stefan;?Kordik, Dusan;?Rosenberg, Michal;?et al.[Collection of Czechoslovak Chemical Communications,?1988, vol. 53, # 1, p. 186 - 197]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.257,in pure solvent,25,heptane,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.265,in pure solvent,25,hexane,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
3.233,in pure solvent,25,CCl4,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
54.795,in pure solvent,25,ethanol,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
56.156,in pure solvent,25,diethyl ether,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
83.213,in pure solvent,25,benzene,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
85.425,in pure solvent,25,methanol,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
171.872,in pure solvent,25,dimethylsulfoxide,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
416.916,in pure solvent,25,acetone,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
473.072,in pure solvent,25,dimethylformamide,,,,"Sturdik, Ernest;?Balaz, Stefan;?Antalik, Marian;?Sulo, Pavol[Collection of Czechoslovak Chemical Communications,?1985, vol. 50, # 2, p. 538 - 550]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
