"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20,light petroleum,,,100 g solvent dissolves. 25 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,100 g solvent dissolves. 12 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 4 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,diethyl ether,,,100 g solvent dissolves. 35 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 65 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
