"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,27,H2O,,,100 g solvent dissolves. 0.008 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.02 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.14 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,CHCl3,,,100 g solvent dissolves. 0.79 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,CCl4,,,100 g solvent dissolves. 0.07 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,benzene,,,100 g solvent dissolves. 1.55 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,toluene,,,100 g solvent dissolves. 1.02 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,methanol,,,100 g solvent dissolves. 4.39 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,ethanol,,,100 g solvent dissolves. 2.38 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,aq. ethanol (96percent),,,100 g solvent dissolves. 1.88 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,diethyl ether,,,100 g solvent dissolves. 1.66 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,acetone,,,100 g solvent dissolves. 101.15 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,ethyl acetate,,,100 g solvent dissolves. 37.00 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
,,29,CS2,,,100 g solvent dissolves. 0.08 g Substance.,"Desvergnes[vol. 38, p. 69][Chemisches Zentralblatt,?1929, vol. 100, # II, p. 1790]"
,,,,,,,Full Text
,,,,,,,Details
