"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,24 - 26,water,,,Solubility: 1.08 - 1.1 g/l,"Pulat, Sultan;?Subedi, Laxman;?Pandey, Prashant;?Bhosle, Suresh R.;?Hur, Jae-Seoun;?Shim, Jung-Hyun;?Cho, Seung-Sik;?(°≠)?Kim, Hangun;?Park, Jin Woo[Pharmaceutics,?2023, vol. 15, # 2, art. no. 340]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,24 - 26,ethanol,,,Solubility: 16.5- 17.15g/l,"Pulat, Sultan;?Subedi, Laxman;?Pandey, Prashant;?Bhosle, Suresh R.;?Hur, Jae-Seoun;?Shim, Jung-Hyun;?Cho, Seung-Sik;?(°≠)?Kim, Hangun;?Park, Jin Woo[Pharmaceutics,?2023, vol. 15, # 2, art. no. 340]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,24 - 26,"1,2-Propanediol",,,Solubility: 16.97- 17.63g/l,"Pulat, Sultan;?Subedi, Laxman;?Pandey, Prashant;?Bhosle, Suresh R.;?Hur, Jae-Seoun;?Shim, Jung-Hyun;?Cho, Seung-Sik;?(°≠)?Kim, Hangun;?Park, Jin Woo[Pharmaceutics,?2023, vol. 15, # 2, art. no. 340]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.00571 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.00884 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,29.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.01518 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.01890 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,39.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.02387 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.0331 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,49.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.03833 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,29.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.05473 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,59.99,"ethanol, water",ethanol (20 weight percent); water (80 weight percent),,Solubility: 0.06726 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,39.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.08476 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 0.10007 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,49.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.15336molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 0.19182 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,59.99,"ethanol, water",ethanol (30 weight percent); water (70 weight percent),,Solubility: 0.2562 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (50 weight percent); water (50 weight percent),,Solubility: 0.3909 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,29.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 0.40407 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,"ethanol, water",ethanol (50 weight percent); water (50 weight percent),,Solubility: 0.66 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,39.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 0.67518 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,29.99,"ethanol, water",ethanol (50 weight percent); water (50 weight percent),,Solubility: 0.9475 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (60 weight percent); water (40 weight percent),,Solubility: 1.11364 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,49.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 1.2306 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,39.99,"ethanol, water",ethanol (50 weight percent); water (50 weight percent),,Solubility: 1.4794 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,"ethanol, water",ethanol (60 weight percent); water (40 weight percent),,Solubility: 1.52632 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,59.99,"ethanol, water",ethanol (40 weight percent); water (60 weight percent),,Solubility: 1.80934 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,"ethanol, water",ethanol (70 weight percent); water (30 weight percent),,Solubility: 1.8152 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,59.99,"ethanol, water",ethanol (70 weight percent); water (30 weight percent),,Solubility: 10.1505 molpercent,"Chen, Jianxin;?Ge, Yueyue;?Pu, Yunping;?He, Ningfang;?Xi, Ya[Journal of Chemical and Engineering Data,?2017, vol. 62, # 1, p. 292 - 302]"
