"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,20.09,chloroform,,,Solubility: 26.22 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,32.59,ethyl acetate,,,Solubility: 27.78 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,25.14,acetone,,,Solubility: 28.23 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,46.99,toluene,,,Solubility: 28.82 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,24.18,toluene,,,Solubility: 3.02 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,26.77,chloroform,,,Solubility: 31.21 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,31.04,acetone,,,Solubility: 33.06 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,53.49,toluene,,,Solubility: 34.31 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,39.89,ethyl acetate,,,Solubility: 34.96 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,31.84,chloroform,,,Solubility: 35.20 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,38.18,acetone,,,Solubility: 39.68 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,17.68,toluene,,,Solubility: 4.22 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,29.91,toluene,,,Solubility: 4.71 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,38.42,chloroform,,,Solubility: 41.36 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,46.6,ethyl acetate,,,Solubility: 42.34 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,45.07,acetone,,,Solubility: 46.94 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,45.65,chloroform,,,Solubility: 48.82 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,52.99,ethyl acetate,,,Solubility: 51.26 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,52.32,acetone,,,Solubility: 56.21 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,52.43,chloroform,,,Solubility: 58.04 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,58.34,ethyl acetate,,,Solubility: 60.02 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,25.7,toluene,,,Solubility: 7.44 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,,35.5,toluene,,,Solubility: 7.44 molpercent,"Qian, Chao;?Wang, Yayun;?Chen, Xinzhi[Journal of Chemical and Engineering Data,?2014, vol. 59, # 4, p. 1254 - 1256]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
