"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.049866,,20,ethanol,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
0.049866,,20,methanol,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
0.049866,,20,water,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
13.4638,,20,ethyl acetate,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
13.9625,,20,diethyl ether,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
134.638,,20,tetrahydrofuran,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
339.089,,20,dichloromethane,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
4.48794,,20,acetone,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
498.66,,20,chloroform,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
78.7883,,20,toluene,,,,"Bosiak, Mariusz J.;?Rakowiecki, Marcin;?Or?owska, Katarzyna J.;?K?dziera, Dariusz;?Adams, J?rg[Dyes and Pigments,?2013, vol. 99, # 3, p. 803 - 811]"
,,,,,,,Full Text
,,,,,,,Cited 9 timesDetailsAbstract
