"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
1.95E+08,in pure solvent,19.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
2.60E+08,in pure solvent,24.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
3.42E+08,in pure solvent,29.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
4.71E+07,in pure solvent,19.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
4.96E+08,in pure solvent,36.99,hexane,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
52139.9,in pure solvent,24.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
56798.5,in pure solvent,29.99,octanol,,,,"Drozd, Ksenia V.;?Manin, Alex N.;?Perlovich, German L.[Journal of Molecular Liquids,?2022, vol. 347, art. no. 118320]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
