"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,19.99,acetone,,,Solubility: 0.52 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,19.99,methanol,,,Solubility: 0.64 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,19.99,ethanol,,,Solubility: 3.87 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,39.99,acetone,,,Solubility: 1.1 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,21.99,acetone,,,Solubility: 0.58 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,24.99,acetone,,,Solubility: 0.67 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,26.99,acetone,,,Solubility: 0.73 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,29.99,acetone,,,Solubility: 0.81 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,31.99,acetone,,,Solubility: 0.87 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,34.99,acetone,,,Solubility: 0.96 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,36.99,acetone,,,Solubility: 1.04 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,39.99,methanol,,,Solubility: 1.04 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,21.99,methanol,,,Solubility: 0.68 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,24.99,methanol,,,Solubility: 0.73 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,26.99,methanol,,,Solubility: 0.77 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,29.99,methanol,,,Solubility: 0.84 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,31.99,methanol,,,Solubility: 0.88 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,34.99,methanol,,,Solubility: 0.95 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,36.99,methanol,,,Solubility: 0.99 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,39.99,ethanol,,,Solubility: 8.56 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,21.99,ethanol,,,Solubility: 4.35 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,24.99,ethanol,,,Solubility: 5.07 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,26.99,ethanol,,,Solubility: 5.59 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,29.99,ethanol,,,Solubility: 6.36 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,31.99,ethanol,,,Solubility: 6.83 molpercent,"Baluja, Shipra;?Bhalodia, Rahul;?Gajera, Ravi;?Vekariya, Nayan;?Bhatt, Mehul[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1091 - 1093]"
