"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,water soluble,"Eid, Nadim;?Karam®¶, Iyad;?Andrioletti, Bruno[European Journal of Organic Chemistry,?2018, vol. 2018, # 36, p. 5016 - 5022]"
,,,,,,,Full Text
,,,,,,,Cited 21 timesDetailsAbstract
,in solution,23.99,octanol,,,Solubility: 0.0761 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,26.49,octanol,,,Solubility: 0.0806 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,26.99,octanol,,,Solubility: 0.0840 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,28.89,octanol,,,Solubility: 0.0895 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,29.99,octanol,,,Solubility: 0.0928 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,32.99,octanol,,,Solubility: 0.1011 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,33.99,octanol,,,Solubility: 0.1045 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
,,,,,,,Full Text
,,,,,,,Cited 30 timesDetailsAbstract
,in solution,35.19,octanol,,,Solubility: 0.1079 mol/mol,"Jia, Qingzhu;?Ma, Peisheng;?Yi, Shouzhi;?Wang, Qiang;?Wang, Chang;?Li, Guiju[Journal of Chemical and Engineering Data,?2008, vol. 53, # 6, p. 1278 - 1282]"
