"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,,,,,solvent dependence. Object(s) of Study: diagram,"Traini, Daniela;?Young, Paul M.;?Jones, Matthew;?Edge, Stephen;?Price, Robert[European Journal of Pharmaceutical Sciences,?2006, vol. 27, # 2-3, p. 243 - 251]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
,in solution,15.7,H2O,,,Solubility: 29.87 weight-percent,"Hao, Hong-Xun;?Hou, Bao-Hong;?Wang, Jing-Kang;?Zhang, Mei-Jing[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1454 - 1456]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
,in solution,25.7,H2O,,,Solubility: 35.79 weight-percent,"Hao, Hong-Xun;?Hou, Bao-Hong;?Wang, Jing-Kang;?Zhang, Mei-Jing[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1454 - 1456]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
,in solution,30.2,H2O,,,Solubility: 39.66 weight-percent,"Hao, Hong-Xun;?Hou, Bao-Hong;?Wang, Jing-Kang;?Zhang, Mei-Jing[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1454 - 1456]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
,in solution,34.9,H2O,,,Solubility: 43.19 weight-percent,"Hao, Hong-Xun;?Hou, Bao-Hong;?Wang, Jing-Kang;?Zhang, Mei-Jing[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1454 - 1456]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
,in solution,39,H2O,,,Solubility: 46.46 weight-percent,"Hao, Hong-Xun;?Hou, Bao-Hong;?Wang, Jing-Kang;?Zhang, Mei-Jing[Journal of Chemical and Engineering Data,?2005, vol. 50, # 4, p. 1454 - 1456]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
