"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,9.99,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.05822 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,12.49,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.06468 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,14.99,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.07126 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,17.49,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.08102 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,9.99,ethanol,,,Solubility: 0.08687 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,19.99,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.08878 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,12.49,ethanol,,,Solubility: 0.09439 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,9.99,"acetonitrile, isopropyl alcohol",acetonitrile (19.94 weight percent); propan-2-ol (80.06 weight percent),,Solubility: 0.09891 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,22.49,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.1002 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,14.99,ethanol,,,Solubility: 0.1034 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,9.99,"acetonitrile, ethanol",acetonitrile (10.01 weight percent); ethanol (89.99 weight percent),,Solubility: 0.1099 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,12.49,"acetonitrile, isopropyl alcohol",acetonitrile (19.94 weight percent); propan-2-ol (80.06 weight percent),,Solubility: 0.1111 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in pure solvent,24.99,"acetonitrile, isopropyl alcohol",acetonitrile (10.06 weight percent); propan-2-ol (89.94 weight percent),,Solubility: 0.1117 molpercent,"Li, Wanxin;?Liu, Meiling;?Liu, Li;?Cong, Yang;?Zhao, Hongkun[Journal of Solution Chemistry,?2017, vol. 46, # 5, p. 1131 - 1151]"
