"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,8.04,dimethylformamide,,,Solubility: 34.33 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,13.33,dimethylformamide,,,Solubility: 36.74 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,17.47,dimethylformamide,,,Solubility: 38.22 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,23.26,dimethylformamide,,,Solubility: 42.00 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,32.49,dimethylformamide,,,Solubility: 45.13 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,41.18,dimethylformamide,,,Solubility: 47.04 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,52.39,dimethylformamide,,,Solubility: 50.73 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
,,,,,,,Full Text
,,,,,,,Cited 6 timesDetailsAbstract
,in solution,62.59,dimethylformamide,,,Solubility: 53.18 molpercent,"Li, Qun-Sheng;?Su, Ming-Gao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 6, p. 2477 - 2479]"
