"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
43.2386,in pure solvent,24.84,water,,,,"Shao, Yan;?Zhao, Xiao-Xue;?Guo, Ming;?Zheng, Yi-Lu;?Wu, Rong-Hui;?Pan, Lan-Ying[Chemistry and biodiversity,?2021, vol. 18, # 2, art. no. E2000944]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
56.7506,in pure solvent,36.84,water,,,,"Shao, Yan;?Zhao, Xiao-Xue;?Guo, Ming;?Zheng, Yi-Lu;?Wu, Rong-Hui;?Pan, Lan-Ying[Chemistry and biodiversity,?2021, vol. 18, # 2, art. no. E2000944]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,compound is poorly soluble in water and physiological environments,"Cosentino, Marco;?Marino, Franca;?Rasini, Emanuela;?Legnaro, Massimiliano;?Bombelli, Raffaella;?Luini, Alessandra;?Pacchetti, Barbara[Biomedicine and Pharmacotherapy,?2019, vol. 111, p. 91 - 98]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,,24,,,,soluble in water,"Parajuli, Prakash;?Pandey, Ramesh Prasad;?Huyen Nguyen, Trang Thi;?Shrestha, Biplav;?Yamaguchi, Tokutaro;?Sohng, Jae Kyung[RSC Advances,?2017, vol. 7, # 26, p. 16217 - 16231]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
0.00082,,25,water,,Paragraph 0077,,"Current Patent Assignee:?NATIONAL TAIWAN UNIVERSITY?- US2017/305944,?2017, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.005,in pure solvent,25,aq. buffer,,Page/Page column 14,,"Current Patent Assignee:?INTEL?- US9308167,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
0.043,in pure solvent,25,aq. buffer,,Page/Page column 14,,"Current Patent Assignee:?INTEL?- US9308167,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
141.3,in pure solvent,25,"N,N-dimethyl acetamide",,Page/Page column 14,,"Current Patent Assignee:?INTEL?- US9308167,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
238,in pure solvent,25,1-methyl-pyrrolidin-2-one,,Page/Page column 14,,"Current Patent Assignee:?INTEL?- US9308167,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
25,in pure solvent,25,ethanol,,Page/Page column 14,,"Current Patent Assignee:?INTEL?- US9308167,?2016, B2"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,,20 - 25,water,,Paragraph 0104,below detection limit,"Current Patent Assignee:?AXCENTUA PHARMACEUTUCALS?- US2015/290166,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10.1,,,"acetone, water",acetone (50 relative); water (50 relative),Paragraph 0105,,"Current Patent Assignee:?AXCENTUA PHARMACEUTUCALS?- US2015/290166,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10.1,,,"toluene, 1,4-dioxane","toluene (50 relative); 1,4-dioxane (50 relative)",Paragraph 0105,,"Current Patent Assignee:?AXCENTUA PHARMACEUTUCALS?- US2015/290166,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10.1,,,toluene,,Paragraph 0105,,"Current Patent Assignee:?AXCENTUA PHARMACEUTUCALS?- US2015/290166,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
10.1,,,acetonitrile,,Paragraph 0105,,"Current Patent Assignee:?AXCENTUA PHARMACEUTUCALS?- US2015/290166,?2015, A1"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
