"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,16,methanol,,,Solubility: 0.37 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,ethanol,,,Solubility: 0.11 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,propan-2-ol,,,Solubility: 0.04 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,acetone,,,Solubility: 0.679 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,various solvent(s),,,Solubility: 0.11 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,CHCl3,,,Solubility: 0.09 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,ethyl acetate,,,Solubility: 0.06 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,16,toluene,,,Solubility: 0.12 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,20,methanol,,,Solubility: 0.43 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,20,ethanol,,,Solubility: 0.14 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,20,propan-2-ol,,,Solubility: 0.06 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,20,acetone,,,Solubility: 0.88 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
