"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
300,,20,water,,,,"Yang, Qiusheng;?Yang, Xue;?Wang, Yanji;?Wang, Haiou;?Cheng, Qingyan[Research on Chemical Intermediates,?2012, vol. 38, # 9, p. 2277 - 2284]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,in solution,27,ethyl acetate,,,Solubility: 3.012 mol-percent,"Gao, Yu-Guo;?Zhou, Cai-Rong;?Shi, Xiao-Hua;?Wang, Hai-Feng[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 412 - 415]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,32,ethyl acetate,,,Solubility: 4.06 mol-percent,"Gao, Yu-Guo;?Zhou, Cai-Rong;?Shi, Xiao-Hua;?Wang, Hai-Feng[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 412 - 415]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,40,ethyl acetate,,,Solubility: 6.0396 mol-percent,"Gao, Yu-Guo;?Zhou, Cai-Rong;?Shi, Xiao-Hua;?Wang, Hai-Feng[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 412 - 415]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,50,ethyl acetate,,,Solubility: 9.646 mol-percent,"Gao, Yu-Guo;?Zhou, Cai-Rong;?Shi, Xiao-Hua;?Wang, Hai-Feng[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 412 - 415]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
66,in solution,20,acetone,,,,"Rothstein[Annales de Chimie (Cachan, France),?1930, vol. <10> 14, p. 461,515]"
,,,,,,,Full Text
,,,,,,,Details
