"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,39.99,"acetic acid butyl ester, acetone",butyl acetate (0.6 g); acetone (0.4 g),,Solubility: 594.2 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.99,"acetic acid butyl ester, acetone",butyl acetate (0.6 g); acetone (0.4 g),,Solubility: 676.3 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,"acetic acid butyl ester, acetone",butyl acetate (0.6 g); acetone (0.4 g),,Solubility: 758.8 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,14.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 325.2 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,19.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 375.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,24.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 430.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,29.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 490.9 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 555.1 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 624.4 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 697.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,"acetic acid butyl ester, acetone",butyl acetate (0.4 g); acetone (0.6 g),,Solubility: 773.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,14.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 363.6 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,19.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 411.2 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,24.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 462.9 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,29.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 519.2 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 579.2 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 646.1 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 717 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,"acetic acid butyl ester, acetone",butyl acetate (0.2 g); acetone (0.8 g),,Solubility: 793.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,14.99,acetone,,,Solubility: 432.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,19.99,acetone,,,Solubility: 480.6 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,24.99,acetone,,,Solubility: 537.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,29.99,acetone,,,Solubility: 591 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.99,acetone,,,Solubility: 649.9 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.99,acetone,,,Solubility: 711.5 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.99,acetone,,,Solubility: 770.4 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,acetone,,,Solubility: 834.9 mol/1000mol,"Wei, Dongwei;?Chen, Limei;?Liu, Cheng;?Zhang, Chao[Journal of Chemical and Engineering Data,?2009, vol. 54, # 3, p. 1163 - 1164]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
