"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,Paragraph 0116,insoluble in water,"Current Patent Assignee:?GUANGDONG TAIBANG FOOD TECHNOLOGY?- CN103864580,?2016, B"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,29.99,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.126 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,34.89,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.160 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,39.89,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.189 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,44.89,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.230 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.89,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.280 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,54.89,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.337 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.99,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.394 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,64.99,"ethanol, water",ethanol (0.4999 relative); water (0.5001 relative),,Solubility: 0.452 molpercent,"Zhang, Yang;?Liu, Jing Jing;?Zhang, Lei;?Wang, Xue Zhong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 1968 - 1974]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
