"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,25,acetone,,,Solubility: 2.24 weight-percent,"Jacques,J.;?Gabard,J.[Bulletin de la Societe Chimique de France,?1972, p. 342 - 350]"
,,,,,,,Full Text
,,,,,,,Details
,in solution,35,acetone,,,Solubility: 3.86 weight-percent,"Jacques,J.;?Gabard,J.[Bulletin de la Societe Chimique de France,?1972, p. 342 - 350]"
,,,,,,,Full Text
,,,,,,,Details
,in solution,25,ethanol,,,Solubility: 1.20 weight-percent,"Jacques,J.;?Gabard,J.[Bulletin de la Societe Chimique de France,?1972, p. 342 - 350]"
,,,,,,,Full Text
,,,,,,,Details
,in solution,35,ethanol,,,Solubility: 1.79 weight-percent,"Jacques,J.;?Gabard,J.[Bulletin de la Societe Chimique de France,?1972, p. 342 - 350]"
,,,,,,,Full Text
,,,,,,,Details
