"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
1,in pure solvent,20,tetrahydrofuran,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,methanol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,ethanol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,tert-butyl methyl ether,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,Isopropyl acetate,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,water,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,isopropyl alcohol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,acetone,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,toluene,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,20,acetonitrile,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,tetrahydrofuran,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,methanol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,ethanol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,tert-butyl methyl ether,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,Isopropyl acetate,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,water,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,isopropyl alcohol,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,acetone,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,toluene,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
,,,,,,,Cited 31 timesDetailsAbstract
1,in pure solvent,50,acetonitrile,,,,"Affouard, Caroline;?Crockett, Richard D.;?Diker, Khalid;?Farrell, Robert P.;?Gorins, Gilles;?Huckins, John R.;?Caille, Seb[Organic Process Research and Development,?2015, vol. 19, # 3, p. 476 - 485]"
,,,,,,,Full Text
