"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,19.99,methanol,,,Solubility: 0.107 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,24.84,methanol,,,Solubility: 0.128 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,29.74,methanol,,,Solubility: 0.150 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,34.69,methanol,,,Solubility: 0.182 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,39.68,methanol,,,Solubility: 0.227 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,44.44,methanol,,,Solubility: 0.260 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,49.47,methanol,,,Solubility: 0.292 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,19.99,2-ethoxy-ethanol,,,Solubility: 0.0896 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,24.99,2-ethoxy-ethanol,,,Solubility: 0.120 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,29.82,2-ethoxy-ethanol,,,Solubility: 0.157 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,34.84,2-ethoxy-ethanol,,,Solubility: 0.207 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,39.84,2-ethoxy-ethanol,,,Solubility: 0.248 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,44.64,2-ethoxy-ethanol,,,Solubility: 0.347 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,49.54,2-ethoxy-ethanol,,,Solubility: 0.439 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,54.49,2-ethoxy-ethanol,,,Solubility: 0.556 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,59.49,2-ethoxy-ethanol,,,Solubility: 0.702 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,64.44,2-ethoxy-ethanol,,,Solubility: 0.896 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,69.42,2-ethoxy-ethanol,,,Solubility: 1.09 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
,in solution,74.24,2-ethoxy-ethanol,,,Solubility: 1.34 molpercent,"Fan, Rui-Lan;?Wang, Li-Sheng;?Li, Mi-Yi[Journal of Chemical and Engineering Data,?2008, vol. 53, # 1, p. 228 - 232]"
,,,,,,,Full Text
,,,,,,,Cited 12 timesDetailsAbstract
