"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,good solubility in some general organic solvents including the alcohols of CH3OH and C2H5OH and the haloalkanes of CH2Cl2?and CHCl3,"Hu, Kaikai;?Jin, Shouwen;?Li, Minghui;?Li, Xiaoliang;?Lin, Zhihao;?Liu, Bin;?Wang, Daqi[Journal of Molecular Structure,?2020, vol. 1220]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,"soluble in water, methanol and acetone","Wang, Xinping;?Zhang, Kai;?Geng, Yanling;?Sun, Yuexin;?Chen, Fushan;?Wang, Lei[Journal of Molecular Structure,?2018, vol. 1165, p. 106 - 119]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,,,,,,solubility in common organic solvents and water,"Xing, Peiqi;?Li, Qingyun;?Li, Yingying;?Wang, Kunpeng;?Zhang, Qi;?Wang, Lei[Journal of Molecular Structure,?2017, vol. 1136, p. 59 - 68]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
,,,,,,"good solubility in water and common organic solvents, such as methanol, ethanol, acetone, N,N-dimethylformamide and tetrahydrofuran","Wang, Lei;?Xue, Ruiyu;?Li, Yuanxin;?Zhao, Yiran;?Liu, Faqian;?Huang, Keke[CrystEngComm,?2014, vol. 16, # 30, p. 7074 - 7089]"
,,,,,,,Full Text
,,,,,,,Cited 21 timesDetailsAbstract
,in solution,10.02,H2O,,,Solubility: 0.1152 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,15.1,H2O,,,Solubility: 0.1295 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,20.11,H2O,,,Solubility: 0.1521 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,25.05,H2O,,,Solubility: 0.1790 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,30.03,H2O,,,Solubility: 0.2110 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,35.06,H2O,,,Solubility: 0.2505 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,40.03,H2O,,,Solubility: 0.3002 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,45.13,H2O,,,Solubility: 0.3668 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,50.02,H2O,,,Solubility: 0.4508 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,55.15,H2O,,,Solubility: 0.5691 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,60.06,H2O,,,Solubility: 0.7242 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,65.02,H2O,,,Solubility: 0.9433 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,70.01,H2O,,,Solubility: 1.2592 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,75,H2O,,,Solubility: 1.7191 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
,in solution,80.12,H2O,,,Solubility: 2.4142 molpercent,"Wang, Shui;?Li, Qun-Sheng;?Lin, Xiu Zhuan;?Wang, Hai Rui;?Liu, Liang[Journal of Chemical and Engineering Data,?2007, vol. 52, # 3, p. 876 - 877]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
