"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,24.79,ethyl acetate,,,Solubility: 0.054 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,30.19,ethyl acetate,,,Solubility: 0.092 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,4.99,acetone,,,Solubility: 0.106 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,5.19,"1,2-dichloro-ethane",,,Solubility: 0.107 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,10.09,"1,2-dichloro-ethane",,,Solubility: 0.117 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,35.29,ethyl acetate,,,Solubility: 0.131 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,10.09,acetone,,,Solubility: 0.132 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,10.09,acetonitrile,,,Solubility: 0.144 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,15.29,"1,2-dichloro-ethane",,,Solubility: 0.154 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,ethyl acetate,,,Solubility: 0.166 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,15.29,acetonitrile,,,Solubility: 0.169 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,20.19,"1,2-dichloro-ethane",,,Solubility: 0.171 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,15.29,acetone,,,Solubility: 0.18 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,20.19,acetonitrile,,,Solubility: 0.198 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,25.09,"1,2-dichloro-ethane",,,Solubility: 0.218 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,25.09,acetonitrile,,,Solubility: 0.221 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.89,ethyl acetate,,,Solubility: 0.221 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,20.09,acetone,,,Solubility: 0.23 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,50.19,ethyl acetate,,,Solubility: 0.24 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,"1,2-dichloro-ethane",,,Solubility: 0.258 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,30.09,acetonitrile,,,Solubility: 0.268 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,55.19,ethyl acetate,,,Solubility: 0.283 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,35.09,"1,2-dichloro-ethane",,,Solubility: 0.291 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,60.09,ethyl acetate,,,Solubility: 0.307 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,25.19,acetone,,,Solubility: 0.31 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,64.99,ethyl acetate,,,Solubility: 0.336 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,acetonitrile,,,Solubility: 0.342 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,"1,2-dichloro-ethane",,,Solubility: 0.359 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,69.79,ethyl acetate,,,Solubility: 0.36 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,30.19,acetone,,,Solubility: 0.363 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,40.09,acetonitrile,,,Solubility: 0.392 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.89,"1,2-dichloro-ethane",,,Solubility: 0.454 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,acetonitrile,,,Solubility: 0.46 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,acetone,,,Solubility: 0.469 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,5.09,chloroform,,,Solubility: 0.48 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.79,"1,2-dichloro-ethane",,,Solubility: 0.542 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,10.19,chloroform,,,Solubility: 0.547 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,40.09,acetone,,,Solubility: 0.547 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,5.29,ethanol,,,Solubility: 0.558 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.89,acetonitrile,,,Solubility: 0.562 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.89,acetone,,,Solubility: 0.593 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,acetone,,,Solubility: 0.616 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,10.09,ethanol,,,Solubility: 0.618 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,14.99,chloroform,,,Solubility: 0.651 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,54.99,"1,2-dichloro-ethane",,,Solubility: 0.651 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,54.79,acetonitrile,,,Solubility: 0.654 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,14.99,ethanol,,,Solubility: 0.68 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.89,chloroform,,,Solubility: 0.768 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,20.09,ethanol,,,Solubility: 0.786 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,60.09,"1,2-dichloro-ethane",,,Solubility: 0.803 molpercent,"Yuan, Yong;?Fan, Rui-Lan;?Guo, Lai;?Chen, Cong-Yan;?Zhao, Qian-Qiong[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 729 - 733]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
