"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,19.99,benzene,,,Solubility: 0.0048 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,toluene,,,Solubility: 0.0055 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,benzene,,,Solubility: 0.0063 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,toluene,,,Solubility: 0.0070 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,benzene,,,Solubility: 0.0079 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,toluene,,,Solubility: 0.0089 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,benzene,,,Solubility: 0.01 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,toluene,,,Solubility: 0.011 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,benzene,,,Solubility: 0.012 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,toluene,,,Solubility: 0.013 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,benzene,,,Solubility: 0.015 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,toluene,,,Solubility: 0.016 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,benzene,,,Solubility: 0.018 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,toluene,,,Solubility: 0.020 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,54.99,benzene,,,Solubility: 0.022 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,propan-1-ol,,,Solubility: 0.024 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,54.99,toluene,,,Solubility: 0.024 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,59.99,benzene,,,Solubility: 0.026 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,59.99,toluene,,,Solubility: 0.028 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,ethanol,,,Solubility: 0.032 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,benzene,,,Solubility: 0.0371 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,toluene,,,Solubility: 0.0425 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,ethanol,,,Solubility: 0.043 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,propan-1-ol,,,Solubility: 0.046 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,benzene,,,Solubility: 0.0487 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,toluene,,,Solubility: 0.0542 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,ethanol,,,Solubility: 0.059molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,benzene,,,Solubility: 0.0611 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,toluene,,,Solubility: 0.0688 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,ethanol,,,Solubility: 0.076 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,benzene,,,Solubility: 0.0773 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,propan-1-ol,,,Solubility: 0.078 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,34.99,toluene,,,Solubility: 0.085 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,19.99,ethyl acetate,,,Solubility: 0.09 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,benzene,,,Solubility: 0.0943 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,ethanol,,,Solubility: 0.10 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,propan-1-ol,,,Solubility: 0.10 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,39.99,toluene,,,Solubility: 0.102 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,24.99,ethyl acetate,,,Solubility: 0.11 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,benzene,,,Solubility: 0.117 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,toluene,,,Solubility: 0.125 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,44.99,ethanol,,,Solubility: 0.13 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,29.99,ethyl acetate,,,Solubility: 0.14 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,propan-1-ol,,,Solubility: 0.14 molpercent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,benzene,,,Solubility: 0.143 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
,in pure solvent,49.99,toluene,,,Solubility: 0.157 weight percent,"Han, Feng;?Pei, Liangjun;?Xue, Fengfeng;?Li, Dong[Journal of Solution Chemistry,?2016, vol. 45, # 8, p. 1146 - 1157]"
,,,,,,,Full Text
,,,,,,,Cited 1 timesDetailsAbstract
