"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,4.99,water,,,Solubility: 0.004232 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,9.99,water,,,Solubility: 0.005750 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,14.99,water,,,Solubility: 0.008031 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,19.99,water,,,Solubility: 0.01067 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,24.99,water,,,Solubility: 0.01272 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,29.99,water,,,Solubility: 0.01530 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,34.99,water,,,Solubility: 0.02054 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,4.99,isopropyl alcohol,,,Solubility: 0.02664 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,39.99,water,,,Solubility: 0.02685 mol/1000mol,"Li, Jun;?Yan, Xiaoyang;?Li, Xin;?Chen, Wei;?Wang, Ting;?Hao, Hongxun;?Wang, Na;?Huang, Xin[Journal of Chemical and Engineering Data,?2023, vol. 68, # 6, p. 1460 - 1475]"
