"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.2,in pure solvent,25,"1,4-dioxane",,,,"Bruno, Flavia P.;?Caira, Mino R.;?Martin, Eliseo Ceballos;?Monti, Gustavo A.;?Sperandeo, Norma R.[Journal of Molecular Structure,?2013, vol. 1036, p. 318 - 325]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
0.3,in pure solvent,25,"N,N-dimethyl-formamide",,,,"Bruno, Flavia P.;?Caira, Mino R.;?Martin, Eliseo Ceballos;?Monti, Gustavo A.;?Sperandeo, Norma R.[Journal of Molecular Structure,?2013, vol. 1036, p. 318 - 325]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
0.38,in pure solvent,25,acetone,,,,"Bruno, Flavia P.;?Caira, Mino R.;?Martin, Eliseo Ceballos;?Monti, Gustavo A.;?Sperandeo, Norma R.[Journal of Molecular Structure,?2013, vol. 1036, p. 318 - 325]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
0.45,in pure solvent,25,dimethyl sulfoxide,,,,"Bruno, Flavia P.;?Caira, Mino R.;?Martin, Eliseo Ceballos;?Monti, Gustavo A.;?Sperandeo, Norma R.[Journal of Molecular Structure,?2013, vol. 1036, p. 318 - 325]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,,25,,,,"Insoluble in Acetone,Acetonitrile,Ammonium hydroxide 1 M,Benzene,Chloroform,Dimethylformamide,DMSO,Dioxane,Ethanol,Ethyl acetate,Ethyl ether,Hydrochloric acid 1 M,Iso-Propyl alcohol,Methanol,Methylene chloride,n-Hexane,n-Pentane,t-Butanol,Tetrahydrofuran,Toluene,Water,Compound cannot be solubilized by aqueous media and polar protic solvents,","Bruno, Flavia P.;?Caira, Mino R.;?Martin, Eliseo Ceballos;?Monti, Gustavo A.;?Sperandeo, Norma R.[Journal of Molecular Structure,?2013, vol. 1036, p. 318 - 325]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesD
