"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,4.77,methanol,,,Solubility: 0.08696 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.9,methanol,,,Solubility: 0.1070 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,15.12,methanol,,,Solubility: 0.1409 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,20.26,methanol,,,Solubility: 0.1859 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.88,methanol,,,Solubility: 0.2351 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.61,methanol,,,Solubility: 0.2928 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.4,methanol,,,Solubility: 0.3721 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.37,methanol,,,Solubility: 0.4463 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.88,methanol,,,Solubility: 0.5333 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.96,ethanol,,,Solubility: 0.1715 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,15.11,ethanol,,,Solubility: 0.2099 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,20.22,ethanol,,,Solubility: 0.2524 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.88,ethanol,,,Solubility: 0.3028 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.77,ethanol,,,Solubility: 0.3759 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.16,ethanol,,,Solubility: 0.4902 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,41.01,ethanol,,,Solubility: 0.6669 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.58,ethanol,,,Solubility: 0.8518 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,50.1,ethanol,,,Solubility: 1.083 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,4.96,propan-2-ol,,,Solubility: 0.09552 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,10.22,propan-2-ol,,,Solubility: 0.1275 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,15.17,propan-2-ol,,,Solubility: 0.1634 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.91,propan-2-ol,,,Solubility: 0.2088 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25.17,propan-2-ol,,,Solubility: 0.2784 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.2,propan-2-ol,,,Solubility: 0.3704 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.3,propan-2-ol,,,Solubility: 0.4958 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.1,propan-2-ol,,,Solubility: 0.6492 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.38,propan-2-ol,,,Solubility: 0.8644 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,8.97,acetone,,,Solubility: 1.616 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.86,acetone,,,Solubility: 2.168 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.67,acetone,,,Solubility: 2.606 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25.12,acetone,,,Solubility: 3.212 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.07,acetone,,,Solubility: 3.974 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,34.78,acetone,,,Solubility: 4.980 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.58,acetone,,,Solubility: 6.727 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.4,acetone,,,Solubility: 8.713 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,50.41,acetone,,,Solubility: 11.40 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,5.02,toluene,,,Solubility: 3.915 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.97,toluene,,,Solubility: 4.614 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,15.12,toluene,,,Solubility: 5.477 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,20.06,toluene,,,Solubility: 6.485 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.96,toluene,,,Solubility: 7.707 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.98,toluene,,,Solubility: 9.237 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.3,toluene,,,Solubility: 11.22 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.27,toluene,,,Solubility: 13.46 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.18,toluene,,,Solubility: 16.10 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,5,dimethylformamide,,,Solubility: 3.350 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,10.21,dimethylformamide,,,Solubility: 4.075 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.96,dimethylformamide,,,Solubility: 4.871 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.97,dimethylformamide,,,Solubility: 5.896 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25.01,dimethylformamide,,,Solubility: 7.166 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.12,dimethylformamide,,,Solubility: 8.808 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.12,dimethylformamide,,,Solubility: 10.62 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.16,dimethylformamide,,,Solubility: 12.90 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.11,dimethylformamide,,,Solubility: 15.55 molpercent,"Li, Qun-Sheng;?Li, Zhao;?Wang, Shui[Journal of Chemical and Engineering Data,?2007, vol. 52, # 1, p. 151 - 153]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
