"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
45.454,in solution,74.5,benzene,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
90.909,in solution,20,acetic acid,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
238.095,in solution,20,acetone,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
1.818,in solution,75,H2SO4,,,,"Fluerscheim;?Holmes[Journal of the Chemical Society,?1928, p. 3044]"
,,,,,,,Full Text
,,,,,,,Details
