"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,L. in Toluol,"Fusco,R. et al.[Gazzetta Chimica Italiana,?1961, vol. 91, p. 933 - 957]"
,,,,,,,Full Text
,,,,,,,Details
,,20,benzene,,,100 g solvent dissolves. 100 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,ethanol,,,100 g solvent dissolves. 19 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,diethyl ether,,,100 g solvent dissolves. 100 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
,,20,acetone,,,100 g solvent dissolves. 135 g Substance.,"Wasilewskii;?Bloschtein;?Kustrja[Zhurnal Obshchei Khimii,?1935, vol. 5, p. 1652,1662][Chemisches Zentralblatt,?1936, vol. 107, # I, p. 4860]"
,,,,,,,Full Text
,,,,,,,Details
