"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,30.42,H2O,,,Solubility: 0.0067 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,34.74,H2O,,,Solubility: 0.00753 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,38.09,H2O,,,Solubility: 0.00903 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,42.16,H2O,,,Solubility: 0.01122 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,46.98,H2O,,,Solubility: 0.01407 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,51.47,H2O,,,Solubility: 0.01698 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,55.18,H2O,,,Solubility: 0.02118 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,58.81,H2O,,,Solubility: 0.02555 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,64.5,H2O,,,Solubility: 0.03016 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,69.19,H2O,,,Solubility: 0.03751 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,73.7,H2O,,,Solubility: 0.05262 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,78.2,H2O,,,Solubility: 0.06238 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,84.45,H2O,,,Solubility: 0.07956 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,88.48,H2O,,,Solubility: 0.08712 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,29.79,p-xylene,,,Solubility: 0.00049 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,34.4,p-xylene,,,Solubility: 0.00058 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
,,,,,,,Cited 7 timesDetailsAbstract
,in solution,39.2,p-xylene,,,Solubility: 0.00062 mol-percent,"Wang, Li-Sheng;?Wang, Shu-Bo[Journal of Chemical and Engineering Data,?2006, vol. 51, # 2, p. 749 - 752]"
,,,,,,,Full Text
