"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,insoluble in hexane and benzene,"Nekhoroshev;?Nekhoroshev;?Poleshchuk;?Yarkova;?Nekhorosheva;?Gasparyan[Russian Journal of Applied Chemistry,?2015, vol. 88, # 4, p. 711 - 718][Zh. Prikl. Khim. (S.-Peterburg, Russ. Fed.),?2015, vol. 88, # 4, p. 665 - 672,8]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,,,,soluble in alkaline solution,"Vadi, Mehdi;?Namavar, Vahid[Oriental Journal of Chemistry,?2013, vol. 29, # 2, p. 419 - 425]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,,ethanol,,,100 g solvent dissolves. 10.2 g Substance.at:20-25 degreeC.,"Pucher;?Dehn[Journal of the American Chemical Society,?1921, vol. 43, p. 1755]"
,,,,,,,Full Text
,,,,,,,Details
142,in pure solvent,,methanol,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
209,in pure solvent,,ethanol,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
264,in pure solvent,,acetone,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
31,in pure solvent,,CHCl3,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
44,in pure solvent,,nitrobenzene,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
59,in pure solvent,,diethyl ether,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
6,in pure solvent,,toluene,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
66,in pure solvent,,ethyl acetate,,,,"Utz[vol. 60, p. 430][Chemisches Zentralblatt,?1920, vol. 91, # IV, p. 155]"
,,,,,,,Full Text
,,,,,,,Details
0.092,in solution,,,,,at:15-30 degreeC.,"Dehn[Journal of the American Chemical Society,?1917, vol. 39, p. 1400]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Zotier[Bulletin de la Societe Chimique de France,?1910, vol. <4> 7, p. 994]"
,,,,,,,Full Text
,,,,,,,Details
