"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,19.99,acetone,,,Solubility: 0.07 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.98,acetone,,,Solubility: 0.101 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30,acetone,,,Solubility: 0.151 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.05,acetone,,,Solubility: 0.217 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.01,acetone,,,Solubility: 0.303 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,44.96,acetone,,,Solubility: 0.425 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,49.99,acetone,,,Solubility: 0.593 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.97,butan-1-ol,,,Solubility: 1.099 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.95,2-methyl-propan-1-ol,,,Solubility: 1.224 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.05,butan-1-ol,,,Solubility: 1.377 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25.05,2-methyl-propan-1-ol,,,Solubility: 1.535 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.97,isopropyl alcohol,,,Solubility: 1.552 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,34.95,butan-1-ol,,,Solubility: 1.632 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.05,isopropyl alcohol,,,Solubility: 1.87 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.97,2-methyl-propan-1-ol,,,Solubility: 1.895 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,55.02,propan-1-ol,,,Solubility: 10.249 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,39.94,methanol,,,Solubility: 11.501 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.06,methanol,,,Solubility: 14.427 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,49.98,methanol,,,Solubility: 17.565 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.01,butan-1-ol,,,Solubility: 2.003 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,34.99,isopropyl alcohol,,,Solubility: 2.243 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.96,ethanol,,,Solubility: 2.262 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,34.99,2-methyl-propan-1-ol,,,Solubility: 2.337 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,44.99,butan-1-ol,,,Solubility: 2.524 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.01,isopropyl alcohol,,,Solubility: 2.704 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.06,ethanol,,,Solubility: 2.858 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,40.01,2-methyl-propan-1-ol,,,Solubility: 2.908 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,54.95,methanol,,,Solubility: 20.979 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,49.94,butan-1-ol,,,Solubility: 3.025 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,45.03,isopropyl alcohol,,,Solubility: 3.21 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,44.98,2-methyl-propan-1-ol,,,Solubility: 3.571 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,35.01,ethanol,,,Solubility: 3.605 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25,propan-1-ol,,,Solubility: 3.69 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,55.07,butan-1-ol,,,Solubility: 3.695 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,49.95,isopropyl alcohol,,,Solubility: 3.865 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,50.07,2-methyl-propan-1-ol,,,Solubility: 4.364 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.95,propan-1-ol,,,Solubility: 4.383 molpercent,"Shao, Xian-Zhao;?Wang, Li-Sheng;?Yan, Guo-Qing;?Yu, Guo-Min[Journal of Chemical and Engineering Data,?2013, vol. 58, # 3, p. 598 - 604]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
