"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,15,benzene,,,100 g solvent dissolves. 94.98 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 597.90 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,toluene,,,100 g solvent dissolves. 86.49 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 421.53 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,methanol,,,100 g solvent dissolves. 5.24 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 27.65 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,100 g solvent dissolves. 2.37 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,,,100 g solvent dissolves. 21.36 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,aq. ethanol (96percent),,,100 g solvent dissolves. 2.31 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,aq. ethanol (96percent),,,100 g solvent dissolves. 17.79 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,diethyl ether,,,100 g solvent dissolves. 4.18 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,34,diethyl ether,,,100 g solvent dissolves. 7.86 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,acetone,,,100 g solvent dissolves. 194.01 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,acetone,,,100 g solvent dissolves. 813.22 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethyl acetate,,,100 g solvent dissolves. 89.44 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethyl acetate,,,100 g solvent dissolves. 368.50 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CS2,,,100 g solvent dissolves. 0.43 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
,,36,CS2,,,100 g solvent dissolves. 1.11 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5> 14, p. 252][Chemisches Zentralblatt,?1925, vol. 96, # I, p. 837]"
,,,,,,,Full Text
,,,,,,,Details
