"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,12.39,pyridine,,,Solubility: 0.0116 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,16.5,pyridine,,,Solubility: 0.0129 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,20.79,pyridine,,,Solubility: 0.0144 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,23.99,pyridine,,,Solubility: 0.0154 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,27.69,pyridine,,,Solubility: 0.0169 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,31.49,pyridine,,,Solubility: 0.0186 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,36.89,pyridine,,,Solubility: 0.0214 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,42.49,pyridine,,,Solubility: 0.0246 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,45.49,pyridine,,,Solubility: 0.0265 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,49.39,pyridine,,,Solubility: 0.0291 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,55.29,pyridine,,,Solubility: 0.0341 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,60.99,pyridine,,,Solubility: 0.0394 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,64.79,pyridine,,,Solubility: 0.0432 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,67.49,pyridine,,,Solubility: 0.0462 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,71.69,pyridine,,,Solubility: 0.0514 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in pure solvent,73.19,pyridine,,,Solubility: 0.0533 molpercent,"Li, Yanxun;?Xu, Li;?Yao, Xinding;?Luo, Tingliang;?Liu, Guoji[Journal of Chemical and Engineering Data,?2011, vol. 56, # 1, p. 158 - 160]"
,,,,,,,Full Text
