"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
0.170715,in solution,25,phosphate buffer,,,,"Alelyunas, Yun W.;?Empfield, James R.;?McCarthy, Dennis;?Spreen, Russell C.;?Bui, Khanh;?Pelosi-Kilby, Luciana;?Shen, Cindy[Bioorganic and Medicinal Chemistry Letters,?2010, vol. 20, # 24, p. 7312 - 7316]"
,,,,,,,Full Text
,,,,,,,Cited 47 timesDetailsAbstract
,,15.6,ethanol,,,Solubility: 0.045 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,20.85,ethanol,,,Solubility: 0.0576 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,25.58,ethanol,,,Solubility: 0.07638 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,30.49,ethanol,,,Solubility: 0.09904 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,34.84,ethanol,,,Solubility: 0.123 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,40.24,ethanol,,,Solubility: 0.1561 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
,,45.04,ethanol,,,Solubility: 0.2019 molpercent,"Li, Qun-Sheng;?Wang, Da-Wei;?Yi, Zheng-Ming[Journal of Chemical and Engineering Data,?2010, vol. 55, # 9, p. 4066 - 4067]"
,,,,,,,Full Text
,,,,,,,Cited 3 timesDetailsAbstract
