"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,37,dimethyl sulfoxide,,supporting information,Solubility: 67.28mmol/l,"Hove, Vusumuzi N.;?Anderson, Kenneth;?Hayden, Elizabeth R.;?Pasquariello, Kyle Z.;?Gibson, Alice A.;?Shen, Shichen;?Qu, Jun;?(°≠)?Hu, Shuiying;?Sprowl, Jason A.[Molecular Pharmacology,?2022, vol. 101, # 6, p. 381 - 389]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
1,in pure solvent,20 - 25,tetrahydrofuran,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
0.1,in pure solvent,20 - 25,water,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
5,in pure solvent,20 - 25,ethanol,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
1,in pure solvent,20 - 25,ethyl acetate,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
0.3,in pure solvent,20 - 25,hexane,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
1,in pure solvent,20 - 25,methanol,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
2.7,in pure solvent,20 - 25,octanol,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
10,in pure solvent,20 - 25,acetic acid,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
1,in pure solvent,20 - 25,acetone,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
0.1,in pure solvent,20 - 25,acetonitrile,,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
16,in pure solvent,20 - 25,"N,N-dimethyl-formamide",,,,"Chekal, Brian P.;?Campeta, Anthony M.;?Abramov, Yuriy A.;?Feeder, Neil;?Glynn, Paul P.;?McLaughlin, Robert W.;?Meenan, Paul A.;?Singer, Robert A.[Organic Process Research and Development,?2009, vol. 13, # 6, p. 1327 - 1337]"
,,,,,,,Full Text
,,,,,,,Cited 52 timesDetailsAbstract
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
