"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,30.29,acetone,,,Solubility: 0.3401 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,29.99,"1,2-dichloro-ethane",,,Solubility: 0.353 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,35.09,ethyl acetate,,,Solubility: 0.3547 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.79,ethanol,,,Solubility: 0.3789 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,34.99,acetonitrile,,,Solubility: 0.4141 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,25.09,toluene,,,Solubility: 0.434 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.29,ethyl acetate,,,Solubility: 0.4487 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,35.49,acetone,,,Solubility: 0.4668 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,54.99,ethanol,,,Solubility: 0.4687 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,34.99,"1,2-dichloro-ethane",,,Solubility: 0.4971 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.39,acetonitrile,,,Solubility: 0.526 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,29.99,toluene,,,Solubility: 0.5389 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.09,ethyl acetate,,,Solubility: 0.5583 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.29,ethanol,,,Solubility: 0.5585 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,14.99,dichloromethane,,,Solubility: 0.5845 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,18.79,tetrahydrofuran,,,Solubility: 0.5865 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.19,acetone,,,Solubility: 0.6014 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.09,acetonitrile,,,Solubility: 0.6604 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,20.09,chloroform,,,Solubility: 0.6627 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,35.19,toluene,,,Solubility: 0.6838 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,18.39,dichloromethane,,,Solubility: 0.6875 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.99,ethyl acetate,,,Solubility: 0.6942 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.09,"1,2-dichloro-ethane",,,Solubility: 0.6971 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,25.09,tetrahydrofuran,,,Solubility: 0.7333 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,44.99,acetone,,,Solubility: 0.7756 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,21.29,dichloromethane,,,Solubility: 0.7851 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,24.99,chloroform,,,Solubility: 0.8249 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.99,acetonitrile,,,Solubility: 0.8285 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.39,toluene,,,Solubility: 0.8487 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,54.99,ethyl acetate,,,Solubility: 0.8667 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,30.49,tetrahydrofuran,,,Solubility: 0.8738 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.39,"1,2-dichloro-ethane",,,Solubility: 0.9067 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,25.19,dichloromethane,,,Solubility: 0.9478 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,50.09,acetone,,,Solubility: 0.9975 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,34.79,tetrahydrofuran,,,Solubility: 1.0079 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.09,toluene,,,Solubility: 1.0238 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,55.19,acetonitrile,,,Solubility: 1.0302 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.29,ethyl acetate,,,Solubility: 1.0341 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,29.89,chloroform,,,Solubility: 1.0414 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.99,"1,2-dichloro-ethane",,,Solubility: 1.1724 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,30.29,dichloromethane,,,Solubility: 1.1866 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.09,tetrahydrofuran,,,Solubility: 1.1932 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.99,toluene,,,Solubility: 1.2441 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.99,acetonitrile,,,Solubility: 1.288 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,34.89,chloroform,,,Solubility: 1.289 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.19,tetrahydrofuran,,,Solubility: 1.3916 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,35.49,dichloromethane,,,Solubility: 1.4963 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,55.39,"1,2-dichloro-ethane",,,Solubility: 1.5084 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,55.19,toluene,,,Solubility: 1.5248 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.99,tetrahydrofuran,,,Solubility: 1.5963 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,40.49,chloroform,,,Solubility: 1.6495 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.99,toluene,,,Solubility: 1.8359 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,55.09,tetrahydrofuran,,,Solubility: 1.8525 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,59.99,"1,2-dichloro-ethane",,,Solubility: 1.9526 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,45.39,chloroform,,,Solubility: 2.0067 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,65.09,toluene,,,Solubility: 2.2127 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,49.89,chloroform,,,Solubility: 2.4308 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,65.09,"1,2-dichloro-ethane",,,Solubility: 2.7166 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in pure solvent,55.59,chloroform,,,Solubility: 2.9848 g/100g solvent,"Tian, Na-Na;?Wang, Li-Sheng;?Jiang, Ru-Yi[Journal of Chemical and Engineering Data,?2011, vol. 56, # 7, p. 3208 - 3213]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
