"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,29.21,methanol,,,Solubility: 5.977 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.62,methanol,,,Solubility: 6.585 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,32.28,methanol,,,Solubility: 7.338 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,33.41,methanol,,,Solubility: 8.03 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,34.96,methanol,,,Solubility: 8.933 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,36.51,methanol,,,Solubility: 10.15 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,37.99,methanol,,,Solubility: 11.43 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,39.27,methanol,,,Solubility: 12.97 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,40.39,methanol,,,Solubility: 14.58 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,41.65,methanol,,,Solubility: 16.28 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,42.64,methanol,,,Solubility: 18.15 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,43.79,methanol,,,Solubility: 20.23 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,26.28,ethanol,,,Solubility: 4.743 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,28.11,ethanol,,,Solubility: 5.266 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,30.01,ethanol,,,Solubility: 5.839 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,32.01,ethanol,,,Solubility: 6.554 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,33.9,ethanol,,,Solubility: 7.451 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,35.89,ethanol,,,Solubility: 8.551 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,37.57,ethanol,,,Solubility: 9.721 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,39.42,ethanol,,,Solubility: 11.04 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,40.84,ethanol,,,Solubility: 12.54 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,42.31,ethanol,,,Solubility: 14.11 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,43.45,ethanol,,,Solubility: 15.77 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,24.19,acetone,,,Solubility: 34.77 molpercent,"Liu, Yong-Jie;?Luo, Ting-Liang;?Yao, Xin-Ding;?Mao, Zhi-Bo;?Liu, Guo-Ji[Journal of Chemical and Engineering Data,?2010, vol. 55, # 3, p. 1402 - 1404]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
