"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
5.7,in pure solvent,20,dioxane,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
210,in pure solvent,20,acetic acid,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
16,in pure solvent,20,tetrahydrofuran,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
5,in pure solvent,20,acetone,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
54,in pure solvent,20,ethanol,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
84,in pure solvent,20,methanol,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
144,in pure solvent,20,dimethylformamide,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
2,in pure solvent,20,1-acetoxy-2-methoxy-ethane,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
4.1,in pure solvent,20,H2O,,,,"Kern;?Thoma[Makromolekulare Chemie,?1953, vol. 11, p. 10,17,21][Makromolekulare Chemie,?1955, vol. 16, p. 89,98,104]"
,,,,,,,Full Text
,,,,,,,Details
