"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,25.99,methanol,,,Solubility: 0.5556 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,28.99,methanol,,,Solubility: 0.6426 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,31.99,methanol,,,Solubility: 0.7614 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,34.99,methanol,,,Solubility: 0.9112 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,37.99,methanol,,,Solubility: 1.1347 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,40.99,methanol,,,Solubility: 1.4485 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,43.99,methanol,,,Solubility: 1.9619 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,25.99,acetone,,,Solubility: 12.623 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
,,44.99,ethanol,,,Solubility: 15.383 molpercent,"Zhang, Yu;?Wang, Hui-Hui;?Wei, Song;?Liu, Jin-Qiang;?Wang, Weizhou[Journal of Chemical and Engineering Data,?2015, vol. 60, # 3, p. 941 - 946]"
,,,,,,,Full Text
,,,,,,,Cited 14 timesDetailsAbstract
