"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
21.9,in solution,19.85,"1,1,2,2-tetrachloro-ethane",,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
123.5,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
99.2,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
20.3,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
153,in solution,19.85,cyclohexene,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
22.7,in solution,19.85,1-methyl-naphthalene,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
97.8,in solution,19.85,octane,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
111,in solution,19.85,pentane,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
9.6,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
65.5,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
38.4,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
31.6,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
0.17,in solution,19.85,methanol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
1.2,in solution,19.85,ethanol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.1,in solution,19.85,propan-1-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
1.5,in solution,19.85,propan-2-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.6,in solution,19.85,butan-1-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.7,in solution,19.85,pentan-1-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
4.4,in solution,19.85,hexan-1-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
6.2,in solution,19.85,octan-1-ol,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
10.9,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
45.6,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
21.9,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
0.88,in solution,19.85,acetone,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
4.3,in solution,19.85,butan-2-one,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
11,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
16.7,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.5,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.8,in solution,19.85,ethyl acetate,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
18.8,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.1,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.7,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.6,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
1,in solution,19.85,acetic acid,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
24.4,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
106.8,in solution,19.85,triethylamine,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
5.5,in solution,19.85,pyridine,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.5,in solution,19.85,benzonitrile,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.6,in solution,19.85,nitrobenzene,,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
94.6,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
28.8,in solution,19.85,various solvent(s),,,,"Leschev;?Novik[Journal of Structural Chemistry,?1999, vol. 40, # 3, p. 424 - 427]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,10.1,heptane,,,Solubility: 1.47 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,10.1,heptane,,,Solubility: 1.48 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,9.9,heptane,,,Solubility: 1.49 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,9.8,heptane,,,Solubility: 1.50 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,15.3,heptane,,,Solubility: 2.85 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,15.1,heptane,,,Solubility: 2.86 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,18.1,heptane,,,Solubility: 4.25 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,18.6,heptane,,,Solubility: 4.26 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,19.9,heptane,,,Solubility: 4.91 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,22.3,heptane,,,Solubility: 6.51 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,22.9,heptane,,,Solubility: 6.96 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,27.4,heptane,,,Solubility: 11.27 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,27.6,heptane,,,Solubility: 11.32 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,31.3,heptane,,,Solubility: 16.49 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,31.1,heptane,,,Solubility: 16.51 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,35.6,heptane,,,Solubility: 22.86 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,37.8,heptane,,,Solubility: 24.68 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,37.6,heptane,,,Solubility: 30.75 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,34.9,heptane,,,Solubility: 30.76 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,40.3,heptane,,,Solubility: 40.26 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,40.8,heptane,,,Solubility: 40.87 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,43.4,heptane,,,Solubility: 53.15 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in pure solvent,43.9,heptane,,,Solubility: 54.14 mol-percent,"Roberts, Kenneth L.;?Rousseau, Ronald W.;?Teja, Amyn S.[Journal of Chemical and Engineering Data,?1994, vol. 39, # 4, p. 793 - 795]"
,,,,,,,Full Text
,,,,,,,Cited 126 timesDetailsAbstract
,in solution,6.2,heptane,,,Solubility: 3.414 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.2,heptane,,,Solubility: 4.981 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,15.6,heptane,,,Solubility: 10.897 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,18.4,heptane,,,Solubility: 15.298 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,27,heptane,,,Solubility: 29.739 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.2,heptane,,,Solubility: 63.428 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,8.9,dodecane,,,Solubility: 2.364 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.6,dodecane,,,Solubility: 4.782 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,21.6,dodecane,,,Solubility: 11.255 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.6,dodecane,,,Solubility: 16.257 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,27.2,dodecane,,,Solubility: 22.659 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,32.7,dodecane,,,Solubility: 44.411 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,7.6,decahydronaphthalene,,,Solubility: 4.131 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,10.7,decahydronaphthalene,,,Solubility: 5.772 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.7,decahydronaphthalene,,,Solubility: 10.003 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,17.9,decahydronaphthalene,,,Solubility: 14.381 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.3,decahydronaphthalene,,,Solubility: 17.113 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,22.6,decahydronaphthalene,,,Solubility: 24.074 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,26.6,decahydronaphthalene,,,Solubility: 37.492 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.1,decahydronaphthalene,,,Solubility: 55.607 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,8.5,various solvent(s),,,Solubility: 3.365 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,11,various solvent(s),,,Solubility: 4.672 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,13,various solvent(s),,,Solubility: 6.173 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,18.6,various solvent(s),,,Solubility: 13.031 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,25.4,various solvent(s),,,Solubility: 31.515 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,28.3,various solvent(s),,,Solubility: 46.272 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,13.6,various solvent(s),,,Solubility: 7.398 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,16.7,various solvent(s),,,Solubility: 10.873 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
