"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,4.99,isopropyl alcohol,,,Solubility: 0.004652 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.99,isopropyl alcohol,,,Solubility: 0.007358 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.99,cyclohexane,,,Solubility: 0.01034 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.99,isopropyl alcohol,,,Solubility: 0.01162 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.99,cyclohexane,,,Solubility: 0.0162 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.99,isopropyl alcohol,,,Solubility: 0.01827 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.99,cyclohexane,,,Solubility: 0.02287 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,4.99,methanol,,,Solubility: 0.02353 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,4.99,ethanol,,,Solubility: 0.02507 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.99,isopropyl alcohol,,,Solubility: 0.02818 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.99,methanol,,,Solubility: 0.02932 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,9.99,ethanol,,,Solubility: 0.03317 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.99,cyclohexane,,,Solubility: 0.03341 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.99,methanol,,,Solubility: 0.03772 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,14.99,ethanol,,,Solubility: 0.04299 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.99,isopropyl alcohol,,,Solubility: 0.04314 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,4.99,"acetone, water",acetone (0.5 molpercent); water (0.5 molpercent),,Solubility: 0.04334 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,29.99,cyclohexane,,,Solubility: 0.04584 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.99,methanol,,,Solubility: 0.04735 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,4.99,"acetone, ethanol",acetone (0.1 molpercent); ethanol (0.9 molpercent),,Solubility: 0.05217 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,19.99,ethanol,,,Solubility: 0.05446 molpercent,"Song, Liangcheng;?Zhao, Danyang;?Zhang, Shuguang;?Zhang, Xiao;?Wang, Guan;?Zhu, Chongqiang;?Tian, Yu;?Yang, Chunhui[Journal of Chemical and Engineering Data,?2018, vol. 63, # 11, p. 4176 - 4184]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
