"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,49.39,acetone,,,Solubility: 11.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,64.99,water,,,Solubility: 12.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,5.74,chloroform,,,Solubility: 13.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,54.84,acetonitrile,,,Solubility: 13.5 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.69,chloroform,,,Solubility: 13.9 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,69.99,water,,,Solubility: 14.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.39,chloroform,,,Solubility: 14.7 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,59.49,acetonitrile,,,Solubility: 16.5 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,20.69,chloroform,,,Solubility: 17.4 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,5.69,ethanol,,,Solubility: 19.87 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.49,acetonitrile,,,Solubility: 2.22 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.99,ethyl acetate,,,Solubility: 2.31 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,4.99,acetone,,,Solubility: 2.4 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.09,"1,2-dichloro-ethane",,,Solubility: 2.49 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,40.19,ethyl acetate,,,Solubility: 2.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.49,acetone,,,Solubility: 2.86 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.69,acetonitrile,,,Solubility: 2.95 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.14,chloroform,,,Solubility: 21.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.59,ethanol,,,Solubility: 23 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,30.09,chloroform,,,Solubility: 24.4 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.39,ethanol,,,Solubility: 26.5 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,29.99,"1,2-dichloro-ethane",,,Solubility: 3.08 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.09,acetone,,,Solubility: 3.29 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,20.59,acetonitrile,,,Solubility: 3.57 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.84,ethyl acetate,,,Solubility: 3.72 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.89,chloroform,,,Solubility: 30.23 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,20.49,ethanol,,,Solubility: 31.5 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.19,ethanol,,,Solubility: 34.9 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.99,chloroform,,,Solubility: 36.4 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,5.89,methanol,,,Solubility: 37.4 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.09,acetonitrile,,,Solubility: 4.13 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,20.59,acetone,,,Solubility: 4.15 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.89,"1,2-dichloro-ethane",,,Solubility: 4.18 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.59,ethyl acetate,,,Solubility: 4.45 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,30.39,ethanol,,,Solubility: 40.3 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.59,methanol,,,Solubility: 41.6 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.59,chloroform,,,Solubility: 42.1 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,35.39,ethanol,,,Solubility: 46 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.09,methanol,,,Solubility: 47.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.49,acetone,,,Solubility: 5.05 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,30.04,acetonitrile,,,Solubility: 5.13 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.84,"1,2-dichloro-ethane",,,Solubility: 5.19 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,55.09,ethyl acetate,,,Solubility: 5.63 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,29.99,acetone,,,Solubility: 5.96 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.59,chloroform,,,Solubility: 50.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,20.59,methanol,,,Solubility: 52.7 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,40.09,ethanol,,,Solubility: 52.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.49,methanol,,,Solubility: 57.7 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.89,ethanol,,,Solubility: 59.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.99,acetonitrile,,,Solubility: 6.29 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.64,"1,2-dichloro-ethane",,,Solubility: 6.54 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,ethanol,,,Solubility: 65 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,30.09,methanol,,,Solubility: 65.3 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,21.54,water,,,Solubility: 7 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,34.89,acetone,,,Solubility: 7 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,25.09,water,,,Solubility: 7.11 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,10.39,water,,,Solubility: 7.13 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,60.39,ethyl acetate,,,Solubility: 7.14 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,15.69,water,,,Solubility: 7.23 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,30.14,water,,,Solubility: 7.36 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.74,acetonitrile,,,Solubility: 7.54 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,35.09,water,,,Solubility: 7.57 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.54,"1,2-dichloro-ethane",,,Solubility: 7.88 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,35.29,methanol,,,Solubility: 72.5 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.79,methanol,,,Solubility: 79.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,40.19,water,,,Solubility: 8.05 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,64.49,ethyl acetate,,,Solubility: 8.19 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,39.79,acetone,,,Solubility: 8.21 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,45.14,water,,,Solubility: 8.61 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.59,methanol,,,Solubility: 86.2 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,45.14,acetonitrile,,,Solubility: 9.01 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.99,water,,,Solubility: 9.11 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,44.59,acetone,,,Solubility: 9.98 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
,in solution,49.49,methanol,,,Solubility: 96.8 mol/1000mol,"Guo, Lai;?Fan, Rui-Lan;?Yun, Guan-Qun;?Chen, Cong-Yan[Journal of Chemical and Engineering Data,?2013, vol. 58, # 8, p. 2267 - 2271]"
,,,,,,,Full Text
,,,,,,,Cited 2 timesDetailsAbstract
