"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,13.5,H2O,,,100 g solvent dissolves. 0.0082 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,H2O,,,100 g solvent dissolves. 0.0103 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,100,H2O,,,100 g solvent dissolves. 0.0202 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CHCl3,,,100 g solvent dissolves. 0.201 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CHCl3,,,100 g solvent dissolves. 0.478 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CCl4,,,100 g solvent dissolves. 0.020 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,CCl4,,,100 g solvent dissolves. 0.040 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,benzene,,,100 g solvent dissolves. 0.320 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,benzene,,,100 g solvent dissolves. 0.998 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,toluene,,,100 g solvent dissolves. 0.361 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,toluene,,,100 g solvent dissolves. 0.710 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,methanol,,,100 g solvent dissolves. 0.100 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,methanol,,,100 g solvent dissolves. 0.519 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,96prozent,,100 g solvent dissolves. 0.040 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,50,ethanol,96prozent,,100 g solvent dissolves. 0.233 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
,,15,ethanol,,,100 g solvent dissolves. 0.063 g Substance.,"Desvergnes[Le Moniteur scientifique (Paris), vol. <5>15, p. 154][Chemisches Zentralblatt,?1925, vol. 96, # II, p. 2051]"
,,,,,,,Full Text
,,,,,,,Details
