"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,25,H2O,,,Solubility: 6.07 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,methanol,,,Solubility: 265.8 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,ethanol,,,Solubility: 146.6 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,propan-2-ol,,,Solubility: 60.14 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,acetone,,,Solubility: 74.45 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,various solvent(s),,,Solubility: 20.03 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,in pure solvent,25,ethyl acetate,,,Solubility: 18.36 p(g/100g solution),"Gracin, Sandra;?Rasmuson, Ake C.[Journal of Chemical and Engineering Data,?2002, vol. 47, # 6, p. 1379 - 1383]"
,,,,,,,Full Text
,,,,,,,Cited 114 timesDetailsAbstract
,,,,,,Loesl. in pH 1.2-Pufferlsg.,"Armstrong et al.[Journal of Pharmacy and Pharmacology,?1979, vol. 31, p. 627,628]"
,,,,,,,Full Text
,,,,,,,Details
17.3,in pure solvent,,H2O,,,at:22-25 degreeC.,"Rose;?Sherwin[Journal of Biological Chemistry,?1926, vol. 68, p. 569]"
,,,,,,,Full Text
,,,,,,,Details
