"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,water-soluble,"Kanamori, Takashi;?Matsuyama, Akira;?Naito, Hidenori;?Tsuga, Yuki;?Ozako, Yoshiki;?Ogura, Shun-Ichiro;?Okazaki, Shigetoshi;?Yuasa, Hideya[Journal of Organic Chemistry,?2018, vol. 83, # 22, p. 13765 - 13775]"
,,,,,,,Full Text
,,,,,,,Cited 16 timesDetailsAbstract
19,in solution,20,CCl4,,,,"Isbell et al.[Journal of Research of the National Bureau of Standards (United States),?1957, vol. 59, p. 41,43]"
,,,,,,,Full Text
,,,,,,,Details
0.21,in solution,25,hexane,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
0.88,in solution,25,H2O,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
1.2,in solution,25,CS2,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
13.75,in solution,25,ethanol,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
14.0199,in solution,25,diethyl ether,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
20.0199,in solution,25,CCl4,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
29.55,in solution,25,methanol,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
0.0473,in solution,25,toluene,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
93.96,in solution,25,chlorobenzene,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
124.009,in solution,25,benzene,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
159.459,in solution,25,nitrobenzene,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
161.209,in solution,25,cyclohexanone,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
248.979,in solution,25,ethyl acetate,,,,"Taniguchi;?Sakurada[Kogyo Kagaku zasshi / Journal of the Society of Chemical Industry,?1933, vol. 36, p. 1204]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,,"Sakurada;?Taniguchi[Kolloid-Zeitschrift,?1933, vol. 63, p. 170]"
,,,,,,,Full Text
,,,,,,,Details
