"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,,,,,,water insoluble,"Bumagin, Nikolay A.;?Petkevich, Sergey K.;?Kletskov, Alexey V.;?Alekseyev, Roman S.;?Potkin, Vladimir I.[Chemistry of Heterocyclic Compounds,?2019][Khim. Geterotsikl. Soedin.,?2019, vol. 556, # 6, p. 508 - 516,9]"
,,,,,,,Full Text
,,,,,,,Cited 11 timesDetailsAbstract
4.30181,in solution,24.84,water,,,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
5.90996,in solution,24.84,"water, isopropyl alcohol",water (92 weight percent); propan-2-ol (8 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
7.59852,in solution,24.84,"water, isopropyl alcohol",water (83.7 weight percent); propan-2-ol (16.3 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
21.69,in solution,24.84,"water, isopropyl alcohol",water (74.9 weight percent); propan-2-ol (25.1 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
101.856,in solution,24.84,"water, isopropyl alcohol",water (65.7 weight percent); propan-2-ol (34.3 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
309.79,in solution,24.84,"water, isopropyl alcohol",water (56.1 weight percent); propan-2-ol (43.9 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
365.834,in solution,24.84,"isopropyl alcohol, water",propan-2-ol (54 weight percent); water (46 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
444.674,in solution,24.84,"isopropyl alcohol, water",propan-2-ol (64.6 weight percent); water (35.4 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
472.576,in solution,24.84,"isopropyl alcohol, water",propan-2-ol (75.8 weight percent); water (24.2 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
508.558,in solution,24.84,"isopropyl alcohol, water",propan-2-ol (87.5 weight percent); water (12.5 weight percent),,,"Mandal, Rupasri;?Lahiri, Sujit Chandra[Journal of the Indian Chemical Society,?2008, vol. 85, # 9, p. 901 - 910]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
99.2637,in pure solvent,25,"ethanol, H2O",87.6:12.4,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
69.3318,in pure solvent,25,"ethanol, H2O",76.0:24.0,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
52.9286,in pure solvent,25,"ethanol, H2O",64.7:35.3,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
38.9979,in pure solvent,25,"ethanol, H2O",54.1:45.9,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
19.4909,in pure solvent,25,"ethanol, H2O",44.0:56.0,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
9.50221,in pure solvent,25,"ethanol, H2O",34.4:65.6,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
4.91494,in pure solvent,25,"ethanol, H2O",25.3:74.7,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
3.97819,in pure solvent,25,"ethanol, H2O",16.4:83.6,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
2.68362,in pure solvent,25,"ethanol, H2O",8.0:92.0,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
1.81923,in pure solvent,25,H2O,,,,"Dey;?Biswas;?Lahiri[Journal of the Indian Chemical Society,?2003, vol. 80, # 4, p. 271 - 279]"
,,,,,,,Full Text
,,,,,,,Cited 4 timesDetailsAbstract
,in pure solvent,,,,,,"Pinsuwan, Sirirat;?Li, An;?Yalkowsky, Samuel H.[Journal of Chemical and Engineering Data,?1995, vol. 40, # 3, p. 623 - 626]"
,,,,,,,Full Text
,,,,,,,Cited 74 timesDetailsAbstract
,,,,,,,"Tomida et al.[Chemical and pharmaceutical bulletin,?1978, vol. 26, p. 2832,2834]"
,,,,,,,Full Text
,,,,,,,Details
,,,,,,Loeslichkeit in definierten W./A.-Gemischen,"Thuaire[Bulletin de la Societe Chimique de France,?1971, p. 3815]"
,,,,,,,Full Text
,,,,,,,Details
2.33,in solution,32,H2O,,,,"Brintzinger;?Beier[Kolloid-Zeitschrift,?1933, vol. 64, p. 160,169]"
,,,,,,,Full Text
,,,,,,,Details
10.915,in solution,20,benzene,,,,"Berger[Recueil des Travaux Chimiques des Pays-Bas,?1931, vol. 50, p. 377,379]"
,,,,,,,Full Text
,,,,,,,Details
289.468,in solution,20,acetone,,,,"Berger[Recueil des Travaux Chimiques des Pays-Bas,?1931, vol. 50, p. 377,379]"
,,,,,,,Full Text
,,,,,,,Details
