"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,4.99,water,,,Solubility: 0.0009 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,9.99,water,,,Solubility: 0.0012 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,14.99,water,,,Solubility: 0.0017 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,19.99,water,,,Solubility: 0.0021 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,24.99,water,,,Solubility: 0.0028 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,29.99,water,,,Solubility: 0.0034 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,34.99,water,,,Solubility: 0.0044 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,39.99,water,,,Solubility: 0.0053 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,44.99,water,,,Solubility: 0.0061 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
,in solution,49.99,water,,,Solubility: 0.0073 molpercent,"Wu, Gang;?Hu, Yonghong;?Gu, Pengfei;?Yang, Wenge;?Ding, Zhiwen;?Wang, Chunxiao;?Qian, Yonggen[Journal of Chemical and Engineering Data,?2015, vol. 60, # 7, p. 2104 - 2109]"
,,,,,,,Full Text
,,,,,,,Cited 8 timesDetailsAbstract
