"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,-10.1,acetone,,,Solubility: 27.66 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,-7.6,acetone,,,Solubility: 31.14 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,-5,acetone,,,Solubility: 33.26 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,-2.6,acetone,,,Solubility: 36.08 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,0,acetone,,,Solubility: 40.19 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,2.5,acetone,,,Solubility: 43.95 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in solution,5.3,acetone,,,Solubility: 48.59 mol-percent,"Kim, Sung-Il;?Kim, Chul-Ung;?Park, So-Jin[Journal of Chemical and Engineering Data,?2006, vol. 51, # 4, p. 1182 - 1184]"
,,,,,,,Full Text
