"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in pure solvent,20,dioxane,,,Solubility: 4.7 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,acetone,,,Solubility: 30.6 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,cyclohexanone,,,Solubility: 4.7 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,acetic acid,,,Solubility: 0.5 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,propionic acid,,,Solubility: 1.8 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,benzene,,,Solubility: 2.3 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,toluene,,,Solubility: 0.5 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,xylene,,,Solubility: 1.1 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
,in pure solvent,20,decahydronaphthalene,,,Solubility: 5.1 weight-percent,"Ashkinazi, L. A.;?Panichkina, O. M.;?Ravdel', A. A.;?Slobodin, Ya. M.[Journal of applied chemistry of the USSR,?1982, vol. 55, # 4, p. 738 - 741][Zhurnal Prikladnoi Khimii (Sankt-Peterburg, Russian Federation),?1982, vol. 55, # 4, p. 807 - 811]"
,,,,,,,Full Text
,,,,,,,DetailsAbstract
