"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
9.42724,,15.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
11.0043,,20.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
13.4925,,25.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
16.3662,,30.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
18.9596,,35.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
21.9735,,40.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
27.3355,,45.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
32.8026,,50.04,methanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
5.78251,,15.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
6.65864,,20.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
7.35956,,25.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
8.5511,,30.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
10.5137,,35.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
12.2309,,40.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
14.0532,,45.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
17.7681,,50.04,ethanol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
3.43446,,15.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
3.9251,,20.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
4.52087,,25.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
5.50214,,30.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
6.09792,,35.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
7.21937,,40.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
8.79642,,45.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
10.6889,,50.04,butan-1-ol,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
3.50455,,15.04,acetone,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
4.17041,,20.04,acetone,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
4.55591,,25.04,acetone,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
5.25683,,30.04,acetone,,,,"Chen, Meili;?Xie, Chunying;?Liu, Longxiao[Journal of Chemical and Engineering Data,?2010, vol. 55, # 11, p. 5297 - 5298]"
,,,,,,,Full Text
,,,,,,,Cited 34 timesDetailsAbstract
