"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
3.07,in solution,45,H2O,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
26.6,in solution,23,acetone,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
0.62,in solution,22.5,diethyl ether,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
0.43,in solution,44.2,benzene,,,,"Walker;?Wood[Journal of the Chemical Society,?1898, vol. 73, p. 626]"
,,,,,,,Full Text
,,,,,,,Details
